speaker,text,minute_start,minute_end
Joe Biden,The idea that Donald Trump is lecturing me on Social Security and Medicare?,,
Joe Biden,Come on.,,
Donald Trump,He tried to get rid of-,,
Kristen Welker,"10 seconds, Mr. President, and then I have to go to another question.",,
Donald Trump,He tried to hurt Social Security years ago.,,
Donald Trump,Years ago.,,
Donald Trump,Go back and look at the records.,,
Donald Trump,He tried to hurt Social Security years ago.,,
Donald Trump,One thing.,,
Donald Trump,But this is the guy-,,
Kristen Welker,All right.,,
Kristen Welker,Let’s move on.,,
Kristen Welker,I’m going to move on.,,
Donald Trump,… that when they announced last week-,,
Kristen Welker,"Mr. President, I have to move on to the next question or else we’re not going to have time to talk about it.",,
Donald Trump,They say the stock market will boom if I’m elected.,,
Donald Trump,"If he’s elected, the stock market will crash.",,
Kristen Welker,Okay.,,
Kristen Welker,Let’s move on to the next question.,,
Donald Trump,The biggest analysts are saying that.,,
Joe Biden,May I respond?,,
Kristen Welker,Very quickly.,,
Joe Biden,"Look, the idea that the stock market is booming is his only measure of what’s happening.",,
Joe Biden,"Where I come from in Scranton and Claymont, the people don’t live off of the stock market.",,
Joe Biden,"Just in the last three years, during this crisis, the billionaires in this country made, according to Wall Street, 700 billion more dollars.",,
Joe Biden,700 billion more dollars.,,
Joe Biden,Because that’s his only measure.,,
Joe Biden,What happens to the ordinary people out there?,,
Joe Biden,What happens to them?,,
Kristen Welker,Let’s talk about what’s happening on Capitol Hill.,,
Donald Trump,"401(k)s. Kristen, 401(k)s are through the roof.",,
Kristen Welker,We’re going to move on.,,
Donald Trump,People’s stock are through the roof.,,
Kristen Welker,All right.,,
Donald Trump,And he doesn’t come from Scranton.,,
Donald Trump,He lived there for a short period of time before he even knew it.,,
Kristen Welker,Okay.,,
Kristen Welker,We’re going to move on to the next question.,,
Donald Trump,And he left.,,
Donald Trump,And the people of Pennsylvania will show you that.,,
Kristen Welker,"Let me move on to my next question, gentlemen.",,
Donald Trump,They understand.,,
Kristen Welker,"As of tonight, more than 12 million people are out of work.",,
Kristen Welker,"And as of tonight, 8 million more Americans have fallen into poverty, and more families are going hungry every day.",,
Kristen Welker,Those hit hardest are women and people of color.,,
Kristen Welker,They see Washington fighting over a relief bill.,,
Kristen Welker,"Mr. President, why haven’t you been able to get them the help they need?",,
Kristen Welker,30 seconds here.,,
Donald Trump,Because Nancy Pelosi doesn’t want to approve it.,,
Donald Trump,I do.,,
Kristen Welker,But you’re the president.,,
Donald Trump,I do.,,
Donald Trump,"But I still have to get, unfortunately… That’s one of the reasons I think we’re going to take over the House, because of her.",,
Donald Trump,Nancy Pelosi doesn’t want to approve anything because she’d love to have some victories on a date called November 3rd.,,
Donald Trump,Nancy Pelosi does not want to approve it.,,
Donald Trump,"We are ready, willing, and able to do something.",,
Donald Trump,"Don’t forget, we’ve already approved three plans.",,
Donald Trump,"And it’s gone through, including the Democrats, in all fairness.",,
Donald Trump,"This one, she doesn’t want.",,
Donald Trump,It’s near the election.,,
Donald Trump,Because she thinks it helps her politically.,,
Donald Trump,I think it hurts her politically.,,
Kristen Welker,"All right, Mr. Vice President-",,
Joe Biden,"By the way, as you know, the Republican leader in the United States Senate said he can’t pass it.",,
Joe Biden,He will be able to pass it.,,
Joe Biden,He does not have Republican votes.,,
Joe Biden,Why isn’t he talking to his Republican friends?,,
Kristen Welker,"Let me follow up with you, Vice President Biden because-",,
Donald Trump,"If we made a deal, the Republicans will pass it.",,
Kristen Welker,Let me ask Vice President Biden a question.,,
Kristen Welker,You are the leader of the Democratic party.,,
Kristen Welker,Why have you not pushed the Democrats to get a deal for the American people?,,
Joe Biden,"I have, and they have pushed it.",,
Joe Biden,"Look, they passed this act all the way back in the beginning of the summer.",,
Joe Biden,It’s not new.,,
Joe Biden,It’s been out there.,,
Joe Biden,This HEROES Act has been sitting there.,,
Joe Biden,And look at what’s happening.,,
Joe Biden,"When I was in charge of the recovery act with $800 billion, I was able to get $145 billion to local communities that have to balance their budgets and states that have to balance their budgets.",,
Joe Biden,"And then they have to fire firefighters, teachers, first responders, law enforcement officers, so they could keep their cities and counties running.",,
Joe Biden,He will not support that.,,
Joe Biden,They have not done a thing for them.,,
Joe Biden,"And Mitch McConnell said, “Let them go bankrupt.",,
Joe Biden,Let them go bankrupt.” Come on.,,
Joe Biden,What’s the matter with these guys?,,
Donald Trump,"The bill that was passed in the House was a bailout of badly run, high crime, Democrat, all run by Democrat cities and states.",,
Donald Trump,"It was a way of getting a lot of money, billions and billions of dollars, to these guys.",,
Donald Trump,It was also a way of getting a lot of money from our people’s pockets to people that come into our country illegally.,,
Donald Trump,We were going to take care of everything for them.,,
Donald Trump,And I’d love to do that.,,
Donald Trump,I’d love to help them.,,
Donald Trump,"But what that does, everybody all over the world will start pouring into our country.",,
Donald Trump,We can’t do it.,,
Donald Trump,This was a way of taking care of them.,,
Donald Trump,"This was a way of spending on things that had nothing to do with COVID, as per your question.",,
Donald Trump,But it was really a big bailout for badly run Democrat cities and states.,,
Kristen Welker,All right.,,
Kristen Welker,I want to-,,
Joe Biden,"By the way, if I get elected, I’m not going to… I’m running as a proud Democrat, but I’m going to be an American president.",,
Joe Biden,I don’t see red states and blue states.,,
Joe Biden,What I see is American United States.,,
Joe Biden,"And folks, every single state out there finds themself in trouble.",,
Joe Biden,"They’re going to start laying off, whether they’re red or blue, cops, firefighters, first responders, teachers, because they have to balance their budget.",,
Joe Biden,And the founders were smart.,,
Joe Biden,They allowed the federal government to deficit spend to compensate for the United States of America.,,
Kristen Welker,"I want to talk about the minimum wage, gentlemen.",,
Kristen Welker,"Mr. Vice President, we are talking a lot about struggling small businesses and business owners these days.",,
Kristen Welker,Do you think this is the right time to ask them to raise the minimum wage?,,
Kristen Welker,You of course support a $15 federal minimum wage.,,
Joe Biden,"I do, because I think one of the things we’re going to have to do is we’re going to have to bail them out too.",,
Joe Biden,"We should be bailing them out now, those small businesses.",,
Joe Biden,You got one in six of them going under.,,
Joe Biden,They’re not going to be able to make it back.,,
Joe Biden,They passed a package that allows us to be able… They call it PPP.,,
Joe Biden,"Money is supposed to go to help them do everything from organize how they can deal with their businesses being open safely, schools, how they can make classrooms smaller, how they can hire more teachers, how they can put ventilation systems in.",,
Joe Biden,They need the help.,,
Joe Biden,"The businesses, as well as the schools, need the help.",,
Joe Biden,These guys will not help them.,,
Joe Biden,It’s not giving them any of the money.,,
Kristen Welker,"We are going to move on to immigration, but I want to get-",,
Donald Trump,Excuse me.,,
Donald Trump,One thing very quickly.,,
Donald Trump,He said we have to help our small businesses by raising the minimum wage.,,
Donald Trump,That’s not helping.,,
Donald Trump,I think it should be a state option.,,
Donald Trump,Alabama is different than New York.,,
Donald Trump,New York is different from Vermont.,,
Donald Trump,Every state is different.,,
Donald Trump,It should be a state option.,,
Kristen Welker,You said very recently-,,
Donald Trump,It’s very important.,,
Donald Trump,We have to help our small businesses.,,
Kristen Welker,You said-,,
Donald Trump,How are you helping your small businesses when you’re forcing wages?,,
Donald Trump,"What’s going to happen, and what’s been proven to happen, is when you do that, these small businesses fire many of their employees.",,
Kristen Welker,You said very recently-,,
Joe Biden,"Not true, by the way.",,
Kristen Welker,… you would consider raising the federal minimum wage to $15 an hour.,,
Donald Trump,Say it.,,
Donald Trump,Say it.,,
Kristen Welker,You said recently you would consider raising the federal minimum wage to $15 an hour.,,
Donald Trump,"What I really like, and I would consider it to an extent-",,
Kristen Welker,In a second administration?,,
Donald Trump,But what I really like… In a second administration.,,
Donald Trump,But not to a level that’s going to put all these businesses out of business.,,
Donald Trump,It should be a state option.,,
Donald Trump,"Look, I’ve lived-",,
Joe Biden,Every-,,
Donald Trump,… in different places.,,
Donald Trump,I know different places.,,
Donald Trump,They’re all different.,,
Donald Trump,"Some places, $ 15 is not so bad.",,
Donald Trump,"In other places, other states, $15 would be ruinings.",,
Kristen Welker,"Okay, President Trump, thank you.",,
Kristen Welker,Quick response Vice President Biden.,,
Joe Biden,"No one should work one job, be below poverty.",,
Joe Biden,"People are making six, seven, eight bucks an hour.",,
Joe Biden,These first responders we all clap for as they come down the street because they’ve allowed us to make it.,,
Joe Biden,What’s happening?,,
Joe Biden,They deserve a minimum wage of $15.,,
Joe Biden,Anything below that puts you below the poverty level.,,
Joe Biden,"And there is no evidence that when you raise the minimum wage, businesses go out of business.",,
Joe Biden,That is simply not true.,,
Kristen Welker,We’re going to talk about immigration.,,
Joe Biden,It’s an [crosstalk 00:32:35]-,,
Kristen Welker,"We’re going to talk about immigration now, gentlemen.",,
Kristen Welker,And we’re going to talk about families within this context.,,
Kristen Welker,"Mr. President, your administration separated children from their parents at the border, at least 4,000 kids.",,
Kristen Welker,"You’ve since reversed your zero tolerance policy, but the United States can’t locate the parents of more than 500 children.",,
Kristen Welker,So how will these families ever be reunited?,,
Donald Trump,"Children are brought here by coyotes and lots of bad people, cartels…",,
Donald Trump,"[inaudible 00:33:00] and lots of bad people, cartels, and they’re brought here and they used to use them to get into our country.",,
Donald Trump,We now have as strong a border as we’ve ever had.,,
Donald Trump,We’re over 400 miles of brand new wall.,,
Donald Trump,You see the numbers.,,
Donald Trump,"And we let people in, but they have to come in legally and they come in through [crosstalk 00:00:17]-",,
Kristen Welker,"But how will you reunite these kids with their families, Mr. President?",,
Donald Trump,But let me just tell you.,,
Donald Trump,Let me just tell you.,,
Donald Trump,They built cages.,,
Donald Trump,"They used to say I built the cages, and then they had a picture in a certain newspaper, and it was the picture of these horrible cages and they said, “Look at these cages.",,
Donald Trump,President Trump built them.” And then it was determined they were built in 2014.,,
Donald Trump,That was him.,,
Donald Trump,They built cages.,,
Kristen Welker,Do you have a plan to reunite the kids with their families?,,
Donald Trump,Yes.,,
Donald Trump,We’re working on it very… We’re trying very hard.,,
Donald Trump,But a lot of these kids come out without the parents.,,
Donald Trump,They come over through cartels and through coyotes and through gangs.,,
Kristen Welker,"Vice President Biden, let me bring you into this conversation.",,
Kristen Welker,"Quick response, and then another question to you.",,
Joe Biden,These 500-plus kids came with parents.,,
Joe Biden,They separated them at the border to make it a disincentive to come to begin with.,,
Joe Biden,“Be real tough.,,
Joe Biden,We’re really strong.” And guess what?,,
Joe Biden,They cannot… Coyotes didn’t bring them over.,,
Joe Biden,Their parents were with them.,,
Joe Biden,They got separated from their parents.,,
Joe Biden,And it makes us a laughingstock and violates every notion of who we are as a nation.,,
Kristen Welker,Let me ask you a followup question.,,
Donald Trump,"Kristen, they did it.",,
Donald Trump,We changed the policy.,,
Donald Trump,They did it.,,
Donald Trump,We changed.,,
Kristen Welker,Your response to that?,,
Joe Biden,We did not separate the [crosstalk 00:34:25]-,,
Donald Trump,They built the cages.,,
Donald Trump,"Who built the cages, Joe?",,
Joe Biden,Let’s talk about what we’re talking about.,,
Kristen Welker,"Who built the cages, Joe?",,
Joe Biden,Let’s talk about what we’re talking about.,,
Joe Biden,What happened?,,
Joe Biden,"Parents were ripped… Their kids were ripped from their arms and separated, and now they cannot find over 500 of the sets of those parents, and those kids are alone.",,
Joe Biden,Nowhere to go.,,
Joe Biden,Nowhere to go.,,
Joe Biden,It’s criminal.,,
Joe Biden,It’s criminal.,,
Kristen Welker,Let me ask you about [crosstalk 00:34:50] in 10 seconds and then I need to ask [crosstalk 00:34:53].,,
Donald Trump,"Kristen, I will say this.",,
Donald Trump,They went down.,,
Donald Trump,"We brought reporters, everything.",,
Donald Trump,They are so well taken care of.,,
Donald Trump,They’re in facilities that were so clean.,,
Kristen Welker,But some of them haven’t been reunited with their families.,,
Donald Trump,They have gotten such good… But just ask one question.,,
Donald Trump,Who built the cages?,,
Donald Trump,I’d love you to ask him that.,,
Donald Trump,"Who built the cages, Joe?",,
Kristen Welker,"Let me ask about your immigration policy, Mr. Vice President.",,
Kristen Welker,"The Obama Administration did fail to deliver immigration reform, which had been a key promise during the administration.",,
Kristen Welker,"It also presided over record deportations, as well as, family detentions at the border before changing course.",,
Kristen Welker,So why should voters trust you with an immigration overhaul now?,,
Joe Biden,Because we made a mistake made.,,
Joe Biden,It took too long to get it right.,,
Joe Biden,Took too long to get it right.,,
Joe Biden,"I’ll be President of the United States, not Vice President of the United States.",,
Joe Biden,And the fact is I’ve made it very clear.,,
Joe Biden,"Within a 100 days, I’m going to send to the United States Congress a pathway to citizenship for over 11 million undocumented people.",,
Joe Biden,"And all of those so-called dreamers, those DACA kids, they’re going to be immediately certified again to be able to stay in this country and put on a path to citizenship.",,
Joe Biden,The idea that they are being sent home by this guy and they want to do that is they’ve gone to they’ve never seen before.,,
Joe Biden,I can imagine.,,
Joe Biden,You’re five years old.,,
Joe Biden,Your parents are taking across the Rio Grande River and it’s illegal.,,
Joe Biden,"And you say, “Oh, no, Mom.",,
Joe Biden,Leave me here.,,
Joe Biden,I’m not going to go with you.” They been here.,,
Joe Biden,Many of them are model citizens.,,
Joe Biden,"Over 20,000 of them are first responders out there taking care of people during this crisis.",,
Joe Biden,We owe them.,,
Joe Biden,We owe them.,,
Kristen Welker,"President Trump, your reaction.",,
Donald Trump,"Kristen, he had eight years to do what he said he was going to do.",,
Donald Trump,And I’ve changed.,,
Donald Trump,"Without having a specific, we got rid of catch and release.",,
Donald Trump,We got rid of a lot of horrible things that they put in and that they lived with.,,
Donald Trump,But he had eight years he was Vice President.,,
Donald Trump,He did nothing except build cages to keep children in.,,
Kristen Welker,"Vice President Biden, your response.",,
Joe Biden,"The catch and release, you know what he’s talking about there?",,
Joe Biden,"If in fact you had a family came across and they were arrested, they in fact were given a date to show up for their hearing.",,
Joe Biden,They were released.,,
Joe Biden,And guess what?,,
Joe Biden,They showed up for a hearing.,,
Joe Biden,And this is the first President in the history of the United States of America that anybody seeking asylum has to do it in another country.,,
Joe Biden,That’s never happened before in America.,,
Joe Biden,That’s never happened before in America.,,
Joe Biden,"You come to the United States and you make your case that, “I seek asylum based on the following premise, why I deserve it under American law.” They’re sitting in squalor on the other side of the river.",,
Kristen Welker,"President Trump, your response.",,
Kristen Welker,30 seconds.,,
Kristen Welker,And then we’ll move on.,,
Donald Trump,So important.,,
Donald Trump,"It just shows that he has no understanding of immigration, of the laws.",,
Donald Trump,Catch and release is a disaster.,,
Donald Trump,A murderer would come in.,,
Donald Trump,A rapist would come in.,,
Donald Trump,A very bad person would come in.,,
Donald Trump,We would take their name.,,
Donald Trump,We have to release them into our country.,,
Donald Trump,And then you say they come back.,,
Donald Trump,Less than 1% of the people come back.,,
Donald Trump,We have to send ICE out and Border Patrol out to find them.,,
Donald Trump,"We would say, “Come back in two years, three years.",,
Donald Trump,We’re going to give you a court case.,,
Donald Trump,You did Perry Mason.,,
Donald Trump,"We’re going to give you a court case.” When you say they come back, they don’t come back, Joe.",,
Donald Trump,They never come back.,,
Donald Trump,"Only the really… I hate to say this, but those with the lowest IQ, they might come back, but there are very, very few.",,
Kristen Welker,"Okay, President Trump.",,
Kristen Welker,"Let’s give Vice President Biden a chance to respond, and then we’re going to move on to the next section.",,
Donald Trump,"You don’t know the law, Joe.",,
Kristen Welker,"Vice President Biden, your response.",,
Joe Biden,"Know the law, what he’s telling you is simply not true.",,
Joe Biden,Check it out.,,
Donald Trump,"Well, check it out.",,
Donald Trump,They don’t come back.,,
Joe Biden,Check it out.,,
Kristen Welker,All right.,,
Kristen Welker,Let’s move on to the next section.,,
Donald Trump,"But we don’t have to worry about it, because they terminated it.",,
Donald Trump,"So we don’t have to worry about it anymore, Joe.",,
Kristen Welker,Let’s move on to the next section.,,
Joe Biden,That’s right.,,
Joe Biden,And you 525 kids not knowing where in God’s name they’re going to be and lost their parents.,,
Donald Trump,Go ahead.,,
Kristen Welker,All right.,,
Kristen Welker,"Let’s talk about our next section, which is race in America.",,
Kristen Welker,And I want to talk about the way Black and Brown Americans experience race in this country.,,
Kristen Welker,Part of that experience is something called the talk.,,
Kristen Welker,"It happens regardless of class and income, parents who feel they have no choice, but to prepare their children for the chance that they could be targeted, including by the police, for no reason other than the color of their skin.",,
Kristen Welker,"Mr. Vice President, in the next two minutes, I want you to speak directly to these families.",,
Kristen Welker,Do you understand why these parents fear for their children?,,
Joe Biden,I do.,,
Joe Biden,I do.,,
Joe Biden,My daughter is a social worker and she’s written a lot about this.,,
Joe Biden,She has her graduate degree from the University of Pennsylvania in social work.,,
Joe Biden,"And one of the reasons why I ended up working on the East Side of Wilmington, Delaware, which is 90% African-American, was to learn more about what was going on.",,
Joe Biden,"I never had to tell my daughter if she’s pulled over, make sure she puts… For a traffic stop.",,
Joe Biden,"“Put both hands on top of the wheel and don’t reach for the glove box because someone may shoot you.” But a Black parent, no matter how wealthy or how poor they are, has to teach their child, “When you’re walking down the street, don’t have a hoodie on when you go across the street.",,
Joe Biden,"Making sure that you, in fact, if you get pulled over just, yes, sir, no, sir.",,
Joe Biden,Hands on top of the wheel.,,
Joe Biden,"Because you are in fact, the victim, whether you’re a person making 300,000 … child of a $300,000 a year person or someone who’s on food stamps.",,
Joe Biden,"The fact of the matter is, there is institutional racism in America.",,
Joe Biden,"And we have always said, we’ve never lived up to it, that we hold these truths to be self-evident, all men and women are created equal.",,
Joe Biden,"Well, guess what, we have never, ever lived up to it.",,
Joe Biden,"But we’ve always constantly been moving the needle further and further to inclusion, not exclusion.",,
Joe Biden,"This is the first president to come along and says, that’s the end of that.",,
Joe Biden,We’re not going to do that anymore.,,
Joe Biden,"We have to provide for economic opportunity, better education, better healthcare, better access to schooling, better access to opportunity to borrow money to start businesses, all the things we can do.",,
Joe Biden,And I’ve laid out a clear plan as to how to do those things just to give people a shot.,,
Joe Biden,It’s about accumulating the ability to have wealth as well as it is to be free from violence.,,
Kristen Welker,"President Trump, same question to you, and let me remind you of the question.",,
Kristen Welker,"I would like you to speak directly to these families, do you understand why these parents fear for their children?",,
Donald Trump,"Yes, I do.",,
Donald Trump,"And again, he’s been in government 47 years, he never did a thing, except in 1994, when he did such harm to the black community, and they were called … and he called them superpredators.",,
Donald Trump,"And he said that, he said it, superpredators.",,
Donald Trump,And they never lived that down.,,
Donald Trump,"1994, your crime bill, the superpredators.",,
Donald Trump,Nobody has done more for the black community than Donald Trump.,,
Donald Trump,"And if you look, with the exception of Abraham Lincoln, possible exception, but the exception of Abraham Lincoln, nobody has done what I’ve done.",,
Donald Trump,"Criminal justice reform, Obama and Joe didn’t do it.",,
Donald Trump,I don’t even think they tried because they had no chance at doing it.,,
Donald Trump,They might’ve wanted to do it.,,
Donald Trump,"But if you had to see the arms I had to twist to get that done, it was not a pretty picture.",,
Donald Trump,"And everybody knows it, including some very liberal people that cried in my office.",,
Donald Trump,They cried in the Oval Office.,,
Donald Trump,"Two weeks later, they’re out saying, “Gee, we have to defeat him.” Criminal justice reform, prison reform, Opportunity Zones with Tim Scott, a great Senator from South Carolina.",,
Donald Trump,He came in with this incredible idea for Opportunity Zones.,,
Donald Trump,It’s one of the most successful programs.,,
Donald Trump,People don’t talk about it.,,
Donald Trump,"Tremendous investment is being made, biggest beneficiary, the black and Hispanic communities.",,
Donald Trump,"And then Historically Black Colleges and Universities, after three years of coming to the office, I love some of those guys, they were great.",,
Donald Trump,"They came into the office and I said, “What are you doing?” After three years, I said, “Why do you keep coming back?” Because we have no funding.” I said, “You don’t have to come back every year.” “We have to come back.”",,
Donald Trump,Because President Obama would never give them long-term funding and I did.,,
Donald Trump,"10 year long-term funding and I gave them more money than they asked for because I said, “I think you need more.” And I said, “The only bad part about this is I may never see you again.” Because I got very friendly with them and they like me and I like them.",,
Donald Trump,But I saved Historically Black Colleges and Universities.,,
Kristen Welker,"Okay, and we’re going to talk about both of your records, but your response to that Vice President.",,
Joe Biden,My response to that is I never ever said what he accused me of saying.,,
Joe Biden,"The fact of the matter is in 2000 though, after the crime bill had been in the law for awhile, this is a guy who said, “The problem with the crime bill, there’s not enough people in jail.",,
Joe Biden,"There’s not enough people in jail.” And go on my website, get the quote, the date when he said it, “not enough people.” He talked about marauding gangs, young gangs, and the people who are going to maraud our cities.",,
Joe Biden,"This is a guy who in the Central Park Five, five innocent black kids, he continued to push for making sure that they got the death penalty.",,
Joe Biden,None of them were guilty of the crimes they were suggested.,,
Joe Biden,"Look and granted, he did in fact, let 20 people … he commuted 20 people’s sentences.",,
Joe Biden,"We commuted over 1,000 people’s sentences, over 1,000.",,
Joe Biden,"The very law he’s talking about is a law that in fact, initiated by Barack Obama.",,
Joe Biden,"And secondly, we’re in a situation here where the federal prison system was reduced by 38,000 people under our administration.",,
Joe Biden,"And one of those things we should be doing, there should be no, no minimum mandatories in the law.",,
Joe Biden,That’s why I’m offering $20 billion to states to change their state laws to eliminate minimum mandatories and set up drug courts.,,
Joe Biden,No one should be going to jail because they have a drug problem.,,
Joe Biden,"They should be going to rehabilitation, not to jail.",,
Joe Biden,We should fundamentally change the system and that’s what I’m going to do.,,
Donald Trump,But why didn’t he do it four years ago?,,
Donald Trump,Why didn’t you do that four years ago?,,
Donald Trump,Even less than that.,,
Donald Trump,Why didn’t you when you vice president?,,
Donald Trump,"You keep talking about all these things you’re going to do, and you’re going to do this, but you were there just a short time ago and you guys did nothing.",,
Joe Biden,We did-,,
Donald Trump,"You know Joe, I ran because of you.",,
Donald Trump,"I ran because of Barack Obama, because you did a poor job.",,
Donald Trump,"If I thought you did a good job, I would’ve never run.",,
Donald Trump,I would’ve never run.,,
Donald Trump,I ran because of you.,,
Donald Trump,"I’m looking at you now, you’re a politician, I ran because of you.",,
Kristen Welker,"All right, Vice President Biden, your response to that.",,
Kristen Welker,And then I do have some questions for both of you.,,
Joe Biden,"Well, I’ll tell you what I hope he does look at me because what’s happening here is, you know who I am.",,
Joe Biden,"You know who he is, you know his character, you know my character, you know our reputations for honor and telling the truth.",,
Joe Biden,I am anxious to have this race.,,
Joe Biden,I’m anxious to see this take place.,,
Joe Biden,I am … The character of the country is on the ballot.,,
Joe Biden,"Our character’s on the ballot, look at us closely.",,
Kristen Welker,Let me ask some follow up-,,
Donald Trump,Excuse me-,,
Kristen Welker,Please respond and then we’re going to have follow up questions.,,
Donald Trump,"If this stuff is true about Russia, Ukraine, China, other countries, Iraq.",,
Donald Trump,"If this is true, then he’s a corrupt politician.",,
Donald Trump,So don’t give me the stuff about how you’re this innocent baby.,,
Donald Trump,"Joe, that calling you a corrupt politician-",,
Joe Biden,Nobody’s calling me-,,
Donald Trump,They’re calling it the laptop from hell.,,
Kristen Welker,"President Trump, I want to stay on the issue of race.",,
Kristen Welker,We’re talking about the issue-,,
Donald Trump,"Excuse me, [crosstalk 00:06:13] the laptop from hell.",,
Joe Biden,Nobody.,,
Kristen Welker,"President Trump, we’re talking about race right now.",,
Kristen Welker,And I do want to stay on the issue of race.,,
Kristen Welker,President Trump you-,,
Joe Biden,I have to respond to that.,,
Joe Biden,Because look-,,
Kristen Welker,"Please, very quickly.",,
Joe Biden,There are 50 former national intelligence folks who said that what he’s accusing me of is a Russian plant.,,
Joe Biden,"They have said that this has all the … five former heads of the CIA, both parties, say what he’s saying is a bunch of garbage.",,
Joe Biden,"Nobody believes it except him and his good friend, Rudy Giuliani.",,
Donald Trump,"You mean the laptop is now another Russia, Russia, Russia hoax?",,
Donald Trump,You got to be kidding me-,,
Joe Biden,That’s exactly what was told.,,
Donald Trump,This is where he’s going.,,
Donald Trump,"The laptop is Russia, Russia, Russia?",,
Kristen Welker,"Gentlemen, I want to stay on the issue of race.",,
Donald Trump,"You have to be kidding, here we go again with the Russia.",,
Donald Trump,"Boy, oh, boy.",,
Kristen Welker,We’re going to continue on the issue of race.,,
Donald Trump,Can’t believe that one.,,
Kristen Welker,Mr. President you’ve described the Black Lives Matter movement as a symbol of hate.,,
Kristen Welker,You’ve shared a video of a man chanting white power to millions of your supporters.,,
Kristen Welker,You’ve said that black professional athletes exercising their First Amendment rights should be fired.,,
Kristen Welker,What do you say to Americans who say that kind of language from a president is contributing to a climate of hate and racial strife?,,
Donald Trump,"Well, you have to understand the first time I ever heard of Black Lives Matter, they were chanting, “Pigs in a blanket,” talking about police, pigs, pigs, talking about our police.",,
Donald Trump,"“Pigs in a blanket, fry them like bacon.” I said, “That’s a horrible thing.” And they were marching down the street.",,
Donald Trump,"And that was my first glimpse of Black Lives Matter, I thought it was a terrible thing.",,
Donald Trump,"As far as my relationships with all people, I think I have great relationships with all people.",,
Donald Trump,I am the least racist person in this room.,,
Kristen Welker,What do you say to Americans who are concerned by that rhetoric [crosstalk 00:00:07:58]?,,
Donald Trump,I don’t know.,,
Donald Trump,"I mean, I don’t know what to say.",,
Donald Trump,I got criminal justice reform done and prison reform and Opportunity Zones-,,
Donald Trump,"… got criminal justice reform done, and prison reform, and Opportunity Zones, I took care of Black colleges and universities, I don’t know what to say, they can say anything, I mean, they can say anything.",,
Donald Trump,"It’s a very… Makes me sad, because I am the least racist person, I can’t even see the audience because it’s so dark, but I don’t care who’s in the audience, I’m the least racist person in this room.",,
Kristen Welker,Okay.,,
Kristen Welker,"Vice President Biden, let me ask you very quickly and then I have a follow-up question for you.",,
Joe Biden,"Abraham Lincoln here is one of the most racist presidents we’ve had in modern history, he pours fuel on every single racist fire, every single one.",,
Joe Biden,"Started off his campaign coming down the escalator saying he’s getting rid of those Mexican rapists, he’s ban Muslims because they’re Muslims, he has moved around and made everything worse across the board.",,
Joe Biden,"He says to… About the Proud Boys, last time we were on stage here he said, “I tell them to stand down and stand ready.” Come on, this guy has a dog whistle about as big as a foghorn.",,
Kristen Welker,"President Trump, I’m going to give you 10 seconds to respond and then I have a follow-up question.",,
Donald Trump,"No, he made a reference to Abraham Lincoln, where did that come in?",,
Donald Trump,I mean-,,
Joe Biden,You said you’re Abraham Lincoln.,,
Donald Trump,… where did that….. No.,,
Joe Biden,You said-,,
Donald Trump,"I said, “Not since Abraham Lincoln has anybody done what I’ve done for the Black community.”",,
Joe Biden,And I’m saying-,,
Donald Trump,"I didn’t say, “I’m Abraham Lincoln,” I said, “Not since Abraham Lincoln has anybody done what I’ve done for the Black community.” Now, you have done nothing other than the Crime Bill, which put-",,
Joe Biden,"Oh, God.",,
Donald Trump,"Tens of thousands of Black men, mostly, in jail.",,
Joe Biden,Not true.,,
Kristen Welker,"All right, let me ask Vice President Biden a question.",,
Donald Trump,And you know what?,,
Donald Trump,"They remember it because if you look at what’s happening with the voting right now, they remember that you treated them very, very badly, just take a look at what’s happening out there.",,
Kristen Welker,"Let me ask Vice President Biden about… Vice President Biden, let me give you a chance to respond within this context, crime bills that you supported in the ’80s and ’90s contributed to the incarceration of tens of thousands of young Black men who had small amounts of drugs in their possession, they are sons, they are brothers, they are fathers, they are uncles, whose families are still to this day, some of them suffering the consequences.",,
Kristen Welker,"So, speak to those families, why should they vote for you?",,
Joe Biden,"One of the things is that in the ’80s we passed 100 percent, all 100 senators voted for a bill on drugs and how to deal with drugs, it was a mistake.",,
Joe Biden,I’ve been trying to change since then particularly the portion on cocaine.,,
Joe Biden,"That’s why I’ve been arguing that in fact we should not send anyone to jail for a pure drug offense, they should be going into treatment across the board, that’s what we should be spending money.",,
Joe Biden,And that’s why I set up drug courts which were never funded by our Republican friends.,,
Joe Biden,"They should not be going to jail for a drug or an alcohol problem, they should be going into treatment.",,
Joe Biden,"That’s what we’ve been trying to do, that’s what I’m going to get done because I think the American people have now seen that in fact it was a mistake to pass those laws relating to drugs, but they were not in the Crime Bill.",,
Kristen Welker,[crosstalk 00:11:04].,,
Donald Trump,"But, why didn’t he get it done?",,
Donald Trump,"See, it’s all talk, no action with these politicians, why didn’t he get it?",,
Donald Trump,"“That’s what I’m going to do when I become president.” You were vice president along with Obama as your president, your leader, for eight years, why didn’t you get it done?",,
Donald Trump,"You had eight years to get it done, now you’re saying you’re going to get it done because you’re all talking and no action, Joe.",,
Kristen Welker,Your response.,,
Joe Biden,We got a lot of it done.,,
Joe Biden,"We released 38,000-",,
Donald Trump,You didn’t get anything done.,,
