speaker,text,minute_start,minute_end
Donald Trump,I think that she’s going to make a great decision.,,
Donald Trump,I did not tell her what decision to make.,,
Donald Trump,"And I think it would be inappropriate to say right now, because I don’t want to do anything to influence her.",,
Donald Trump,"I want her to get approved, and then I want her to go by the law.",,
Donald Trump,"And I know she’s going to make a great decision for our country, along with the other two people I put there.",,
Savannah Guthrie,You’re running as a pro-life Republican.,,
Savannah Guthrie,Most pro-life Republicans would like to see Roe v. Wade overturned and abortion banned.,,
Donald Trump,Many of them would.,,
Donald Trump,Perhaps most of them would.,,
Donald Trump,"I am telling you, I don’t want to do anything to influence anything right now.",,
Donald Trump,"I don’t want to go out tomorrow and say, “Oh, he’s trying to give her a signal.” Because I didn’t speak to her about it.",,
Donald Trump,I’ve done the right thing in so doing.,,
Donald Trump,"How she’s going to rule, you’re going to find out perhaps.",,
Donald Trump,Or you might not find out.,,
Donald Trump,It may never get there.,,
Donald Trump,It may never get there.,,
Donald Trump,We’ll see what happens.,,
Savannah Guthrie,All right.,,
Savannah Guthrie,We have another question.,,
Savannah Guthrie,This is Cindy Velez.,,
Savannah Guthrie,She is undecided.,,
Savannah Guthrie,"She says she’s leaning to Biden, and she did vote for Clinton in 2016.",,
Savannah Guthrie,She’s registered as a Democrat.,,
Savannah Guthrie,Hi Cindy.,,
Savannah Guthrie,What’s your question?,,
Audience Member 18,"Good evening, Savannah.",,
Donald Trump,"Hi, Cindy.",,
Donald Trump,Thank you.,,
Audience Member 18,"Good evening, Mr. President.",,
Donald Trump,Thank you very much.,,
Audience Member 18,"As the mother of a young male of color, I have reason to respect authority, not only because it’s the right thing to do, but also out of fear that he may face profiling or be considered a criminal.",,
Audience Member 18,"As an educator, I’ve also had similar conversations with my high school students.",,
Audience Member 18,"Mr. President, what will you and your administration do to better prepare our law enforcement officers to work in collaboration with the communities that they serve and also to protect the lives of innocent Black and Latinos from police brutality and injustice?",,
Donald Trump,Right.,,
Donald Trump,"I fully understand the question, and I saw everything that you saw over the summer.",,
Donald Trump,"And it was a terrible thing, a terrible thing to watch.",,
Donald Trump,We have a Senator named Tim Scott from South Carolina.,,
Donald Trump,He came up with a bill that should have been approved.,,
Donald Trump,It was great.,,
Donald Trump,"It was a bill that was strong in terms of law enforcement, and strong in terms of enforcing the proper thing, and doing the proper thing by law enforcement.",,
Donald Trump,And the Democrats just wouldn’t go for it.,,
Donald Trump,They wouldn’t go for it at all.,,
Donald Trump,"And I don’t know why, because it was a really great bill.",,
Donald Trump,But I do have to say this.,,
Donald Trump,"And some people don’t like it when I say it, but a lot of people agree.",,
Donald Trump,I have done more for the African American community than any president.,,
Donald Trump,With the exception of Abraham Lincoln.,,
Donald Trump,"Criminal justice reform, prison reform, historically Black colleges and universities.",,
Donald Trump,I got them funded.,,
Donald Trump,They were on a year to year basis.,,
Donald Trump,They could have been put out of business.,,
Donald Trump,"As soon as our country had a little bad year, they would have said, “I’m sorry, we’re not going to fund you.” I got them 10 year funding and financing.",,
Donald Trump,And more than they even asked for.,,
Donald Trump,I became very friendly with a lot of the heads.,,
Donald Trump,"But we’ve done more… And of course, opportunity zones.",,
Donald Trump,"But criminal justice reform, everybody said it could not be done.",,
Donald Trump,President Obama and Biden never even tried to do it.,,
Donald Trump,They never even tried.,,
Donald Trump,"But I say that, and I say it often.",,
Donald Trump,"I’ll say it loud, and I’m very proud of it.",,
Donald Trump,And I have a great relationship because of what I’ve done with the African-American community.,,
Donald Trump,I’m very proud of it.,,
Savannah Guthrie,Let’s go to our next question.,,
Savannah Guthrie,"We have Paulette Dale, she leans slightly to Biden.",,
Savannah Guthrie,She voted for Clinton in 2016.,,
Savannah Guthrie,She’s registered as a Republican.,,
Savannah Guthrie,"Paulette, what’s your question?",,
Audience Member 19,Thank you.,,
Audience Member 19,"Good evening, Mr. President.",,
Donald Trump,Thank you.,,
Donald Trump,Thank you very much.,,
Audience Member 19,"I have to say, you have a great smile.",,
Donald Trump,Got you.,,
Donald Trump,Thank you.,,
Audience Member 19,He does.,,
Audience Member 19,You’re so handsome when you smile.,,
Audience Member 19,"As the daughter of immigrants to the United States who fled Eastern Europe due to religious persecution, the United States immigration policies are very personal for me.",,
Donald Trump,Right.,,
Audience Member 19,"Surveys show that most Americans, and the majority of Republicans, support the Dreamers program.",,
Audience Member 19,"So my question for you, Mr. President, is if you are elected to a second term, do you expect to pursue your previous efforts to cut the DACA program?",,
Donald Trump,Yeah.,,
Audience Member 19,Why or why not?,,
Donald Trump,DACA is somewhat different than Dreamers.,,
Donald Trump,"You understand that, and you understand it better than anybody, probably, in this room.",,
Donald Trump,"Where do you come from, by the way, originally?",,
Donald Trump,Where?,,
Audience Member 19,My grandparents were from Russia and Poland.,,
Donald Trump,That’s very good.,,
Donald Trump,Okay.,,
Donald Trump,So we are going to take care of DACA.,,
Donald Trump,We’re going to take care of Dreamer.,,
Donald Trump,It’s working right now.,,
Donald Trump,We’re negotiating different aspects of immigration and immigration law.,,
Donald Trump,"We’ve built now, over 400 miles of border wall, southern border.",,
Donald Trump,Mexico is working very closely with us.,,
Donald Trump,We have the strongest border we’ve ever had.,,
Donald Trump,We want people to come into our country.,,
Donald Trump,They have to come in legally.,,
Donald Trump,But we are working very hard on the DACA program.,,
Donald Trump,"And you will be, I think, very happy over the course of the next year.",,
Audience Member 19,Thank you.,,
Donald Trump,Because I feel the same way as you do about it.,,
Audience Member 19,"Thank you, Mr. President.",,
Donald Trump,Thank you.,,
Donald Trump,Thank you very much.,,
Savannah Guthrie,"Mr. President, in point of fact, the DACA program… Under your administration, no new applicants are allowed.",,
Savannah Guthrie,"And in fact, the DACA recipients now have to renew every year as opposed to every two years.",,
Savannah Guthrie,"So in fact, the DACA program has been curtailed by your administration.",,
Donald Trump,"Well, what happens is because of the pandemic, much changed on the immigration front.",,
Donald Trump,"Mexico is heavily infected, as you know.",,
Donald Trump,"And we’ve made it very, very difficult to come in because of the pandemic, and other reasons, and crime.",,
Donald Trump,"But we have a very strong border right now, and we have to keep it that way.",,
Donald Trump,"But we want people to come into our country, but they have to come in through a merit system, and they have to come in legally.",,
Donald Trump,"And people are very, very happy with it.",,
Donald Trump,You haven’t heard any complaints about that.,,
Donald Trump,"But what happened is because of the pandemic, we have to be extra cautious.",,
Savannah Guthrie,"You have been promising this immigration bill since, well, at least July, when you told my colleague on Telemundo it was coming.",,
Savannah Guthrie,But nothing’s come yet.,,
Donald Trump,It’s very happy.,,
Donald Trump,"The fact is, we got rid of catch and release, which is a disaster.",,
Donald Trump,You catch somebody.,,
Donald Trump,They could be a murderer.,,
Donald Trump,"That could be a rapist, and we’re supposed to release them into our country.",,
Donald Trump,These are the laws that I inherited.,,
Donald Trump,We ended that program.,,
Donald Trump,"Now, I think you’re going to see something very, very good.",,
Donald Trump,"The whole immigration… If you look at what’s going on, people used to pour into our country.",,
Donald Trump,"And especially during the pandemic, I think even you, Savannah, will be very impressed with what we’ve done.",,
Savannah Guthrie,"Sir, we have about 30 seconds left.",,
Donald Trump,Sure.,,
Savannah Guthrie,I think about people sitting out there tonight.,,
Savannah Guthrie,There are some who love you.,,
Savannah Guthrie,"Some of them are sitting right around here, and some who will never vote for you.",,
Savannah Guthrie,But there are people in the middle.,,
Savannah Guthrie,There are people who aren’t sure.,,
Donald Trump,That’s right.,,
Savannah Guthrie,There are people who want to know why they should give you a second chance and how you might improve in a second term.,,
Savannah Guthrie,30 seconds.,,
Savannah Guthrie,What would you say to them?,,
Donald Trump,Because I’ve done a great job.,,
Donald Trump,We have the strongest economy in the world.,,
Donald Trump,We closed it up.,,
Donald Trump,We are coming around the corner.,,
Donald Trump,"The vaccines are coming out soon, and our economy is strong.",,
Donald Trump,We are at a level with jobs like we’ve never been before.,,
Donald Trump,We’ve rebuilt our military.,,
Donald Trump,We’ve rebuilt our borders.,,
Donald Trump,We had no borders.,,
Donald Trump,We had no nothing.,,
Donald Trump,We’ve rebuilt so much.,,
Donald Trump,We’ve given you the greatest tax cut in the history of our country.,,
Donald Trump,"Greatest regulation cut, equally as important.",,
Donald Trump,And we created new levels of jobs that nobody thought was possible.,,
Donald Trump,And next year is going to be better than ever before.,,
Savannah Guthrie,I got to leave it there.,,
Savannah Guthrie,I got a wrap from the control room.,,
Savannah Guthrie,"Mr. President, thank you for your time.",,
Donald Trump,Thank you very much.,,
Savannah Guthrie,Thank you for listening to the voters’ questions.,,
Savannah Guthrie,That concludes our town hall.,,
Savannah Guthrie,"We do want to thank the president again, as well as our audience in hot Miami, and all of you watching at home.",,
Savannah Guthrie,"And a reminder, Donald Trump and Joe Biden are scheduled to meet in person a week from tonight in Nashville, a second and final presidential debate, moderated by our own Kristen Welker.",,
Savannah Guthrie,"Have a good evening, and thanks for being with us.",,
