speaker,minute,text
Kamala Harris ,42:31,"So I’ll tell you. Joe and I are particularly proud of the coalition that we’ve built around our campaign. We probably have one of the broadest coalitions of folks that you’ve ever seen in a presidential race. Of course, we have the support of Democrats, but also independents and Republicans. In fact, seven members of president George W. Bush’s cabinet are supporting our ticket. We have the support of Colin Powell, Cindy McCain, John Kasich. Over 500 generals, retired generals and former national security experts and advisors are supporting our campaign. And I believe they are doing that because they know that Joe Biden has a deep, deep seated commitment to fight for our democracy, and to fight for the integrity of our democracy, and to bring integrity back to the White House. We believe in the American people, we believe in our democracy, and here’s what I’d like to say to everybody. Vote, please vote, vote early, come up with a plan to vote, go to Iwillvote.com. You can also go to Joebiden.com."
Kamala Harris ,43:44,"We have it within our power in these next 27 days to make the decision about what will be the course of our country for the next four years. And it is within our power, and if we use our vote and we use our voice, we will win. And we will not let anyone subvert our democracy with what Donald Trump has been doing as he did on the debate stage last week, when, again, in front of 70 million people, he openly attempted to suppress the vote. Joe Biden, on the other hand, on that same debate stage, because clearly Donald Trump doesn’t think he can run on a record because it’s a failed record, Joe Biden on that stage said, Hey, just please vote. So I’ll repeat what Joe said. Please vote."
Susan Page,44:31,"Thank you, Senator. Vice president Pence, president Trump has several times refused to commit himself to a peaceful transfer of power after the election. If vice president Biden is declared the winner and president Trump refuses to accept a peaceful transfer of power, what would be your role and responsibility as vice president? What would you personally do? You have two minutes."
Mike Pence,44:55,"Well, Susan, first and foremost, I think we’re going to win this election. Because while Joe Biden and Kamala Harris rattle off a long litany of the establishment in Washington, DC and establishment that Joe Biden’s been a part of for 47 years, president Donald Trump has as launched a movement of everyday Americans from every walk of life. And I have every confidence that the same Americans that delivered that historic victory in 2016, they see this president’s record where we rebuild our military. We revived our economy through tax cuts and rolling back regulation, fighting for fair trade, unleashing American energy. We appointed conservatives to our federal courts at every level. And we stood with the men and women of law enforcement every single day. And I think that movement of Americans has only grown stronger in the last four years."
Mike Pence,45:44,"But when you talk about accepting the outcome of the election, I must tell you. Senator, your party has spent the last three and a half years trying to overturn the results of the last election. It’s amazing. When Joe Biden was vice president of the United States, the FBI actually spied on president Trump and my campaign. I mean, there were documents released this week that the CIA actually made a referral to the FBI, documenting that those allegations were coming from the Hillary Clinton campaign. And of course, we’ve all seen the avalanche, what you put the country through for the better part of three years, until it was found that there was no obstruction, no collusion, case closed. And then Senator Harris, you and your colleagues in the Congress tried to impeach the president of the United States over a phone call. And now Hillary Clinton has actually said to Joe Biden that, in her words, under no circumstances, should he concede the election."
Mike Pence,46:46,"So let me just say, I think we’re going to win this election. President Trump and I are fighting every day in courthouses to prevent Joe Biden and Kamala Harris from changing the rules and creating this universal mail in voting that’ll create a massive opportunity for voter fraud. And we have a free and fair election. We know we’re going to have confidence in it. And I believe in all my heart that president Donald Trump is going to be reelected for four more years."
Susan Page,47:09,"I’ve written all the questions that I’ve asked tonight, but for the final question of the debate, I’d like to read a question that someone else wrote. The Utah Debate Commission asked students in the state to write essays about what they would like to ask you. And I want to close tonight’s debate with the question posed by Brecklin Brown. She’s an eighth grader at Springville Junior High in Springville, Utah. And here’s what she wrote. “When I watch the news, all I see is arguing between Democrats and Republicans. When I watch the news, all I see is citizen fighting against citizen. When I watch the news, all I see are two candidates from opposing parties trying to tear each other down. If our leaders can’t get along, how are the citizens supposed to get along?” And then she added, “Your examples could make all the difference to bring us together.” So to each of you in turn, I’d like you to take one minute and respond to Brecklin. Vice president Pence, you have one minute."
Mike Pence,48:13,"Brecklin, it’s a wonderful question. And let me just commend you for taking an interest in public life. I started following the news when I was very young. And in America, we believe in a free and open exchange of debate. And we celebrate that. It’s how we’ve created literally the freest and most prosperous nation in the history of the world. I would tell you that, don’t assume that what you’re seeing on your local news networks is synonymous with the American people."
Mike Pence,48:53,"I look at the relationship between Justice Ruth Bader Ginsberg, the late justice who we just lost from the Supreme Court, and the late justice Antonin Scalia. They were on polar opposites on the Supreme Court of the United States. One very liberal one, very conservative. But what’s been learned since her passing was the two of them and their families were the very closest of friends. Here in America, we can disagree. We can debate vigorously as Senator Harris and I have on this stage tonight. But when the debate is over, we come together as Americans. And that’s what people do, in big cities and small towns all across this country. So I just want to encourage you, Brecklin. I want to tell you that we’re going to work every day to have government as good as our people, and the American people each and every day. Love a good debate. We love a good argument. But we always come together and are always there for one another in times of need. And we’ve especially learned that through the difficulties of this year."
Susan Page,49:51,"Thank you, vice president. Senator Harris, what would you say to Brecklin?"
Kamala Harris ,49:58,"First of all, I love hearing from our young leaders. And when I hear her words, when I hear your words, Brecklin, I know our future is bright because it is that perspective on who we are and who we should be that is a sign of leadership, and is something we should all aspire to be."
Kamala Harris ,50:17,"And brings me to Joe, Joe Biden. One of the reasons that Joe decided to run for president is after Charlottesville, which we talked about earlier. It so troubled him and upset him like it did all of us, that there was that kind of hate and division. What propelled Joe to run for president was to see that over the course of the last four years, what Brecklin described has been happening."
Kamala Harris ,50:44,"Joe has a longstanding reputation of working across the aisle, and working in a bipartisan way. And that’s what he’s going to do as president. Joe Biden has a history of lifting people up and fighting for their dignity. You have to know Joe’s story to know that Joe has known pain. He has known suffering. And he has known love."
Kamala Harris ,51:10,"Brecklin, when you think about the future, I do believe the future is bright. And it will be because of your leadership, and it will be because we fight for each person’s voice through their vote. And we get engaged in this election, because you have the ability through your work and through, eventually, your vote, to determine the future of our country and what its leadership looks like."
Susan Page,51:37,"Thank you, Senator Harris. Thank you, vice president Pence. Thank you so much for being with us tonight."
Susan Page,51:42,"We want to thank also the University of Utah for its hospitality. And most of all, our thanks to all the Americans who watched this debate tonight. Again, our best wishes for a quick recovery to president Trump, the First Lady, and everyone who is battling COVID-19. The second presidential debate is next week on October 15, a town hall style debate in Miami. We hope you’ll join us then. Good evening."
