speaker,minute,text
Vice President Joe Biden,33:47,"The fact is that there is racial insensitivity. People have to be made aware of what other people feel like, what insults them, what is demeaning to them. It’s important people know. Many people don’t want to hurt other people’s feelings, but it makes a big difference. It makes a gigantic difference in the way a child is able to grow up and have a sense of self-esteem. It’s a little bit like how this guy and his friends look down on so many people. They look down their nose on people like Irish Catholics, like me, who grow up in Scranton. They look down on people who don’t have money. They look down on people who are of a different faith. They looked down on people who are a different color. In fact, we’re all Americans. The only way we’re going to bring this country together is bring everybody together. There’s nothing we cannot do, if we do it together. We can take this on and we can defeat racism in American."
Chris Wallace,34:41,"Vice President… I mean, President Trump, sir."
President Donald J. Trump,34:43,"During the Obama-Biden administration, there was tremendous division. There was hatred. You look at Ferguson, you look at, or you go to very… Many places, look at Oakland. Look what happened in Oakland. Look what happened in Baltimore. Look what happened… Frankly, it was more violent than what I’m even seeing now."
Vice President Joe Biden,35:01,Oh my Lord.
President Donald J. Trump,35:01,But the reason-
Vice President Joe Biden,35:02,This is ridiculous.
President Donald J. Trump,35:03,… is that the Democrats that run these cities-
Vice President Joe Biden,35:05,Absolutely ridiculous.
President Donald J. Trump,35:06,"… don’t want to talk, like you, about law and order."
Vice President Joe Biden,35:08,Violent crime-
President Donald J. Trump,35:09,And you still haven’t mentioned. Are you in favor of law and order?
Vice President Joe Biden,35:12,I’m in favor of law. You- [crosstalk 00:35:15].
President Donald J. Trump,35:14,Are you in favor of law and order? [crosstalk 00:35:17]
Chris Wallace,35:16,"You asked a question, let him finish. [crosstalk 00:35:18] Let him answer."
Vice President Joe Biden,35:20,"Law and order with justice, where people get treated fairly."
President Donald J. Trump,35:23,Okay.
Vice President Joe Biden,35:24,"And the fact of the matter is, violent crime went down 17%, 15% in our administration. It’s gone up on his watch."
President Donald J. Trump,35:31,It went down much more in ours.
Chris Wallace,35:33,"All right, we’re done- [crosstalk 00:35:35] Mr. President, you’re going to be very happy because we’re now going to talk about law and order."
President Donald J. Trump,35:41,The places we had trouble were democratic run cities-
Chris Wallace,35:44,"That’s exactly my question. There has been a dramatic increase in homicides in America this summer particularly, and you often blame that on democratic mayors and democratic governors. But in fact, there have been equivalent spikes in Republican led cities, like Tulsa and Fort Worth. So the question is, is this really a…"
Chris Wallace,36:03,"It’s like Tulsa and Fort worth. So the question is, is this really a party issue?"
President Donald J. Trump,36:05,"I think as a party issue, you can bring in a couple of examples but if you look at Chicago, what’s going on in Chicago where a 53 people were shot and eight died shot, if you look at New York where it’s going up, like nobody’s ever seen anything. The numbers are going up a 100%, 150%, 200% crime, it is crazy what’s going on and he doesn’t want to say law and order because he can’t because he’ll lose his radical left supporters and once he does that, it’s over with. But if he ever got to run this country and they ran it the way he would want to run it, we would have by the way our suburbs would be gone. And you would see problems like you’ve never seen before."
Vice President Joe Biden,36:45,He wouldn’t know a suburb unless you took a wrong turn.
President Donald J. Trump,36:47,"Oh, I know suburbs so much that you."
Chris Wallace,36:48,Gentlemen wait a minute.
Vice President Joe Biden,36:50,"I was raised in the suburbs. This is not 1950. All these dog whistles and racism don’t work anymore. Suburbs are by and large integrated. There’s many people today driving their kids to soccer practice and/or black and white and Hispanic in the same car as there have been any time in the past, what really is a threat to the suburbs and their safety is his failure to deal with COVID. They’re dying in the suburbs. His failure to deal with the environment, they’re being flooded, they’re being burned out because his refusal to do anything. That’s why the suburbs are in trouble."
Chris Wallace,37:23,"I do want to talk about this issue of law and order though. And in the joint recommendation that came from the Biden-Bernie Sanders task force, you talked about quote re-imagining policing. First of all, what does re-imagining policing mean and do you support? If I might finish the question, what does re-imagining policing mean and do you support the Black Lives Matter call for community control of policing?"
Vice President Joe Biden,37:54,"Look, what I support are the police having the opportunity to deal with the problems they face and I’m totally opposed to defunding the police offices. As a matter of fact police, local police, the only one defunding in his budget calls for a $400 million cut in local law enforcement assistance. They need more assistance. They need when they show up for a 9-11 call to have someone with them as a psychologist or psychiatrist to keep them from having to use force and be able to talk people down. We have to have community policing like we had before where the officers get to know the people in the communities. That’s when crime went down, it didn’t go up. It went down. And so we have to be…"
President Donald J. Trump,38:35,That’s not what they are talking about this. That’s not what it is about. He’s talking about defunding the police.
Vice President Joe Biden,38:39,That is not true.
President Donald J. Trump,38:40,He doesn’t have any law support. He has no law enforcement.
Vice President Joe Biden,38:45,That’s not true.
President Donald J. Trump,38:45,"He has almost nothing. Oh, really, who do you have name one group that supports you name one group that came out and supported you. Go ahead. Think we have time."
Vice President Joe Biden,38:54,We don’t have time to do anything.
President Donald J. Trump,38:55,"No, no think right now. Name one law enforcement group that came out in support of you."
Chris Wallace,39:00,"Now, gentleman. I think I’m going to tell I’m going to take back the bottom line."
President Donald J. Trump,39:03,There aren’t any.
Chris Wallace,39:04,"And I want to get to another subject, which is the issue of protests in many cities that have turned violent in Portland, Oregon, especially we had more than a 100 straight days of protests, which I think you would agree, you talk about peaceful protests. Many of those turned into riots. Mr. Vice-president you say that people who commit crimes should be held accountable. The question I have though is as the democratic nominee, and earlier tonight, you said that you are the Democratic Party right now, have you ever called the Democratic Mayor of Portland or the Democratic Governor of Oregon and said, “Hey, you got to stop this, bring in the National Guard, do whatever it takes, but you’d stop the days and months of violence in Portland.”"
Vice President Joe Biden,39:50,I don’t hold public office. Now I am a former vice president. I’ve made it clear. I’ve made it clear in my public statements that the violence should be prosecuted. It should be prosecuted and anyone who committed it should be prosecuted.
Chris Wallace,40:02,But you’ve never called for the people…
President Donald J. Trump,40:02,He’s never done that.
Chris Wallace,40:02,"Excuse me, sir. You had never called for the leaders in Portland and in Oregon to call and bring in the National Guard and knock off a 100 days of riots."
Vice President Joe Biden,40:15,They can in fact take care of it if he just stay out of the way.
President Donald J. Trump,40:19,Oh really? I sent in the US Marshalls to get the killer of a young man in the middle of the street and they shot him for three days Portland didn’t do anything. I sent in the US Marshals they took care of business.
Chris Wallace,40:33,Go ahead sir.
Vice President Joe Biden,40:34,"And by the way his own former spokesperson said, “Riots and chaos and violence help he cause.” That’s what this is all about."
President Donald J. Trump,40:43,I don’t know who said that.
Vice President Joe Biden,40:44,I do.
President Donald J. Trump,40:45,Who?
Vice President Joe Biden,40:46,I think Kellyanne Conway.
President Donald J. Trump,40:48,I don’t think she said that.
Vice President Joe Biden,40:48,She said that.
President Donald J. Trump,40:49,I don’t think so.
Vice President Joe Biden,40:50,"Here’s the point, the point is that that’s why he keeps trying to rile everything up. He doesn’t want to calm things down instead of going in and talking to people and saying, “Let’s get everybody together. Figure out how to deal with this.” What’s he do? He just pours gasoline in the fire constantly and every single solitary time."
Chris Wallace,41:10,"Okay. And to end this, button up this segment I’m going to give you a minute to answer, sir. You have repeatedly criticized…"
President Donald J. Trump,41:16,Does it mean I have to answer his stuff.
Chris Wallace,41:17,You have repeatedly…
President Donald J. Trump,41:18,"Wait a second, you have made a statement."
Chris Wallace,41:19,You’ve been talking back and forth. I’m asking you.
President Donald J. Trump,41:22,I would love to end it.
Chris Wallace,41:24,You know sir if you want to switch seats we could very quickly can do that.
President Donald J. Trump,41:28,"I’ll send in the National Guard, it would be over. That’d be no problem. But I don’t want to accept the National Guard."
Chris Wallace,41:33,You have repeatedly criticized the vice president for not specifically calling out Antifa and other left wing extremist groups. But are you willing tonight to condemn white supremacists and militia group and to say that they need to stand down and not add to the violence in a number of these cities as we saw in Kenosha and as we’ve seen in Portland.
President Donald J. Trump,41:57,"Sure, I’m will to do that."
Chris Wallace,41:59,Are you prepared specifically to do it.
President Donald J. Trump,42:00,I would say almost everything I see is from the left wing not from the right wing.
Chris Wallace,42:04,But what are you saying?
President Donald J. Trump,42:06,I’m willing to do anything. I want to see peace.
Chris Wallace,42:08,"Well, do it, sir."
Vice President Joe Biden,42:09,"Say it, do it say it."
President Donald J. Trump,42:10,"What do you want to call them? Give me a name, give me a name, go ahead who do you want me to condemn."
Chris Wallace,42:14,White supremacist and right-wing militia.
President Donald J. Trump,42:18,"Proud Boys, stand back and stand by. But I’ll tell you what somebody’s got to do something about Antifa and the left because this is not a right wing problem this is a left wing."
Vice President Joe Biden,42:28,"He’s own FBI Director said unlike white supremacist, Antifa is an idea not an organization-"
President Donald J. Trump,42:35,Oh you got to be kidding me.
Vice President Joe Biden,42:36,… not a militia. That’s what his FBI Director said.
President Donald J. Trump,42:41,"Well, then you know what, he’s wrong."
Chris Wallace,42:42,"We’re done, sir. Moving onto the next… [crosstalk 00:42:46]"
President Donald J. Trump,42:46,Antifa is bad.
Vice President Joe Biden,42:47,"Every body in your administration tells you the true, it’s a bad idea. You have no idea about anything."
President Donald J. Trump,42:53,"You know what, Antifa is a dangerous radical group."
Chris Wallace,42:56,"All right, gentlemen we’re now moving onto the Trump-Biden record."
President Donald J. Trump,42:58,"And you ought to be careful of them, they’ll over throw you."
Chris Wallace,43:00,"I’m going to ask a question. When the president seeks a second term, it is generally a referendum on his record but vice president Biden, you’d like to quote one of your dad’s sayings, which is don’t compare me to the almighty, compare me to the alternative. And in this case sir you are the alternative. Looking at both of your records, I’m going to ask each of you. Why should voters elect you president over your opponent in this segment, President Trump you’ll go first, two minutes."
President Donald J. Trump,43:30,"Because there is never been an administration or president who has done more than I’ve done in a period of three and a half years. And that’s despite the impeachment hoax and you so what happened today with Hillary Clinton, where it was a whole big con job. But despite going through all of these things where I had a fight, both flanks and behind me and above there has never been an administration that’s done what I’ve done. The greatest, before COVID came in the greatest economy in history, lowest unemployment numbers, everything was good. Everything was going."
President Donald J. Trump,44:03,"And by the way, there was unity going to happen. People were calling me for the first time in years, they were calling and they were saying it’s time maybe and then what happened? We got hit. But now we’re building it back up again. A rebuilding of the military, including Space Force and all of the other things. A fixing of the VA which was a mess under him, 308,000 people died because they didn’t have proper health care. It was a mess. And we now got a 91% approval rating at the VA, our vets. We take care of our vets. But we’ve rebuilt our military. And I’ll tell you something, some people say maybe the most important by the end of the first term I’ll have approximately 300 Federal judges and Court of Appeals judges, 300 and hopefully three great Supreme Court judges, justices that is a record the likes of which very few people and one of the reasons I’ll have so many judges because President Obama and him left me 128 judges to fill."
President Donald J. Trump,45:05,"When you leave office, you don’t leave any judges. That’s like, you just don’t do that. They left 128 openings and if I were a member of his party, because they have a little different philosophy, I’d say, if you left us 128 openings you can’t be a good president. You can’t be a good vice president but I want to thank you because it gives us almost, it’ll probably be above that number. By the end of this term, 300 judges. It’s a record."
Chris Wallace,45:34,"Looking at both of your records. Why should voters elect you President as opposed to president Trump, you have two minutes uninterrupted."
Vice President Joe Biden,45:42,"Under this president, we become weaker, sicker, poor, more divided and more violent. When I was vice president, we inherited a recession. I was asked to fix it. I did. We left him a booming economy and he caused the recession. With regard to being weaker, the fact is that I’ve gone head to head with Putin and made it clear to him we’re not going to take any of his stuff. He’s Putin’s puppy. He still refuses to even say anything to Putin about the bounty on the heads of American soldiers."
President Donald J. Trump,46:14,You son got three and a half million dollars.
Vice President Joe Biden,46:17,"By the way, my son…"
Chris Wallace,46:19,"Wait a minute. Mr. President, your campaign agreed to both sides would get two minute answers, uninterrupted. Well, you’re a side agreed to it and why don’t you observe what your campaign agreed to as a ground rule. Okay, sir?"
Vice President Joe Biden,46:33,He never keeps his word.
Chris Wallace,46:34,"No, that was a rhetorical question."
Vice President Joe Biden,46:37,Can you get back 30 seconds?
Chris Wallace,46:39,"Yes. You may have, go ahead."
Vice President Joe Biden,46:42,"So thirdly, we’re poor. The billionaires have gotten much more wealthy by a tune of over $3- $400 billion more just since COVID. You in the home, you got less you’re in more trouble than you were before. In terms of being more violent. When we were in office there were 15% less violence in America than there is today. He’s President United States. It’s on his watch. And with regard to more divided the nation, it can’t stay divided. We can’t be this way. And speaking of my son, the way you talk about the military, the way you talk about them being losers and being and just being suckers. My son was in Iraq. He spent a year there. He got the Brown Star. He got the Conspicuous Service Medal. He was not a loser. He was a Patriot and the people left behind there were heroes."
President Donald J. Trump,47:39,Really?
Vice President Joe Biden,47:39,And I resent-
President Donald J. Trump,47:40,"Are you talking Hunter, are you talking about Hunter."
Vice President Joe Biden,47:42,"I’m talking about my son, Beau Biden, you’re talking about Hunter?"
President Donald J. Trump,47:44,I don’t know Beau. I know Hunter. Hunter got thrown out of the military. He was thrown out dishonorably discharged.
Vice President Joe Biden,47:51,That’s not true he was not dishonorably discharged.
President Donald J. Trump,47:53,For cocaine use. And he didn’t have a job until you became vice president.
Vice President Joe Biden,47:56,None of that is true.
President Donald J. Trump,47:56,"Once you became vice president he made a fortune in Ukraine, in China, in Moscow and various other places."
Vice President Joe Biden,48:01,That is not true.
President Donald J. Trump,48:04,He made a fortune and he didn’t have a job.
Vice President Joe Biden,48:07,"My son like a lot of people at home had a drug problem. He’s overtaking it. He’s fixed it. He’s worked on it. And I’m proud of him, I’m proud of my son."
President Donald J. Trump,48:17,But why was he given tens of millions of dollars?
Vice President Joe Biden,48:19,He wasn’t given tens of millions of dollars. [crosstalk 00:48:23] It was all discredited.
Chris Wallace,48:27,"We’ve already been through this. I think the American people would rather hear about more substantial subjects. Well, as the moderator, sir, I’m going to make a judgment call here."
President Donald J. Trump,48:35,I know but when somebody gets three and a half million dollars from the Mayor of Moscow.
Vice President Joe Biden,48:39,That is not true. That report is totally discredited.
President Donald J. Trump,48:43,Why did he get it?
Vice President Joe Biden,48:45,Mitt Romney on that committee said it wasn’t worth taxpayer’s money. That report was written for political reason.
Chris Wallace,48:50,I’d like to talk about climate change.
Vice President Joe Biden,48:52,So would I.
Chris Wallace,48:53,"Okay. The forest fires in the West are raging now. They have burned millions of acres. They have displaced hundreds of thousands of people. When state officials there blamed the fires on climate change. Mr. President, you said, I don’t think the science knows. Over your four years, you have pulled the US out of the Paris Climate Accord. You have rolled back a number of Obama Environmental records, what do you believe about the science of climate change and what will you do in the next four years to confront it?"
President Donald J. Trump,49:27,"I want crystal clean water and air. I want beautiful clean air. We have now the lowest carbon… If you look at our numbers right now, we are doing phenomenally. But I haven’t destroyed our businesses. Our businesses aren’t put out of commission. If you look at the Paris Accord, it was a disaster from our standpoint. And people are actually very happy about what’s going on because our businesses are doing well. As far as the fires are concerned, you need forest management. In addition to everything else, the forest floors are loaded up with trees, dead trees that are years old and they’re like tinder and leaves and everything else. You drop a cigarette in there the whole forest burns down. You’ve got to have forest management."
Chris Wallace,50:09,"What do you believe about the science of climate change, sir?"
President Donald J. Trump,50:13,"I believe that we have to do everything we can to have immaculate air immaculate water and do whatever else we can that’s good. We’re planting a billion trees, the Billion Tree Project and it’s very exciting for a lot of people."
Chris Wallace,50:25,"You believe that human pollution, gas, greenhouse gas emissions contributes to the global warming of this planet."
President Donald J. Trump,50:32,"I think a lot of things do, but I think to an extent, yes. I think to an extent, yes, but I also think we have to do better management of our forest. Every year I get the call. California’s burning, California’s burning. If that was cleaned, if that were, if you had forest management, good forest management, you wouldn’t be getting those calls. In Europe, they live they’re forest cities. They call forest cities. They maintain their forest. They manage their forest. I was with the head of a major country, it’s a forest city. He said, “Sir, we have trees that are far more, they ignite much easier than California. There shouldn’t be that problem.” I spoke with the Governor about it. I’m getting along very well with the governor. But I said, “At some point you can’t every year have hundreds of thousands of acres of land just burned to the ground.” That’s burning down because of a lack of management."
Chris Wallace,51:25,"But sir if you believe in the science of climate change, why have you rolled back the Obama Clean Power Plan which limited carbon emissions and power plants? Why have you relaxed…?"
President Donald J. Trump,51:35,Because it was driving energy prices through the sky.
Vice President Joe Biden,51:38,Why have you relaxed fuel economy standards that are going to create more pollution from cars and trucks?
President Donald J. Trump,51:44,"Well, not really because what’s happening is the car is much less expensive and it’s a much safer car and you talk it about a tiny difference. And then what would happen because of the cost of the car you would have at least double and triple the number of cars purchased. We have the old slugs out there that are 10, 12 years old. If you did that, the car would be safer. It would be much cheaper by $3,500."
Chris Wallace,52:06,But in the case of California they have simply ignored that.
President Donald J. Trump,52:08,"No, but you would take a lot of cars off the market because people would be able to afford a car. Now, by the way, we’re going to see how that turns out. But a lot of people agree with me, many people. The car has gotten so expensive because they have computers all over the place for an extra little bit of gasoline. And I’m okay with electric cars too. I think I’m all for electric cars. I’ve given big incentives for electric cars but what they’ve done in California is just crazy."
Chris Wallace,52:34,"All right, Vice president Biden. I’d like you to respond to the president’s climate change record but I also want to ask you about a concern. You propose $2 trillion in green jobs. You talk about new limits, not abolishing, but new limits on fracking. Ending the use of fossil fuels to generate electricity by 2035 and zero none admission of greenhouse gases by 2050. The president says a lot of these things would tank the economy and cost millions of jobs."
Vice President Joe Biden,53:03,"He’s absolutely wrong, number one. Number two, if in fact, during our administration in the recovery act, I was in charge able to bring down the cost of renewable energy to cheaper than are as cheap as coal and gas and oil. Nobody’s going to build another coal fired plant in America. No one’s going to build another oil fire plant in America. They’re going to move to renewable energy. Number one, number two, we’re going to make sure that we are able to take the federal fleet and turn it into a fleet that’s run on their electric vehicles. Making sure that we can do that, we’re going to put 500,000 charging stations in all of the highways that we’re going to be building in the future. We’re going to build a economy that in fact is going to provide for the ability of us to take 4 million buildings and make sure that they in fact are weatherized in a way that in fact will they’ll emit significantly less gas and oil because the heat will not be going out. There’s so many things that we can do…"
Vice President Joe Biden,54:03,"Gas and oil because the heat will not be going out. There’s so many things that we can do now to create thousands and thousands of jobs. We can get to net zero, in terms of energy production, by 2035. Not only not costing people jobs, creating jobs, creating millions of good-paying jobs. Not 15 bucks an hour, but prevailing wage, by having a new infrastructure that in fact, is green. And the first thing I will do, I will rejoin the Paris Accord. I will join the Paris Accord because with us out of it, look what’s happening. It’s all falling apart. And talk about someone who has no relationship with foreign policy. The rainforests of Brazil are being torn down, are being ripped down. More carbon is absorbed in that rainforest than every bit of carbon that’s emitted in the United States. Instead of doing something about that, I would be gathering up and making sure we had the countries of the world coming up with $20 billion, and say, “Here’s $20 billion. Stop tearing down the forest. And If you don’t, then you’re going to have significant economic consequences.”"
Chris Wallace,55:11,"What about the argument that President Trump basically says, that you have to balance environmental interests and economic interests? And he’s drawn his line."
Vice President Joe Biden,55:21,"Well, he hasn’t drawn a line. He wants to make sure that methane’s not a problem. You can now emit more methane without it being a problem. Methane. This is a guy who says that you don’t have to have mileage standards for automobiles that exist now. This is the guy who says that, the fact that-"
President Donald J. Trump,55:39,Not true. Not true-
Vice President Joe Biden,55:40,It’s all true. And here’s the deal-
President Donald J. Trump,55:42,"He’s talking about the Green New Deal. And it’s not 2 billion [crosstalk 00:55:45] or 20 billion, as you said [crosstalk 00:55:46]. It’s $100 trillion."
Vice President Joe Biden,55:49,I’m talking about the Biden plan [crosstalk 00:55:51]-
Chris Wallace,55:50,"Let him go for a minute, and then you can go."
President Donald J. Trump,55:52,And rebuild the building.
Vice President Joe Biden,55:53,No.
President Donald J. Trump,55:53,It’s the dumbest-
Vice President Joe Biden,55:54,That is not-
President Donald J. Trump,55:54,… most ridiculous [crosstalk 00:55:56] where two car systems are out-
Vice President Joe Biden,55:59,Not true-
President Donald J. Trump,56:00,… where they want to take out the cows too.
Vice President Joe Biden,56:01,Not true.
President Donald J. Trump,56:01,"That’s not true either, right?"
Vice President Joe Biden,56:03,Not true.
President Donald J. Trump,56:04,This is a 100 trillion-
Vice President Joe Biden,56:06,Simply… Look-
President Donald J. Trump,56:06,That’s more money than our country could make in 100 years [crosstalk 00:02:10]-
Vice President Joe Biden,56:09,That is simply not the case-
Chris Wallace,56:14,"All right. Let me [crosstalk 00:02:12]. Wait a minute, sir. I actually have studied your plan, and it includes upgrading 4 million buildings, weatherizing 2 million homes over four years, building one and a half million energy efficient homes. So the question becomes, the president is saying, I think some people who support the president would say, that sounds like it’s going to cost a lot of money and hurt the economy."
Vice President Joe Biden,56:38,"What it’s going to do, it’s going to create thousands and millions of jobs. Good paying jobs [crosstalk 00:02:41]."
Chris Wallace,56:42,"Let him finish, sir."
Vice President Joe Biden,56:43,He doesn’t know how to do that-
President Donald J. Trump,56:45,100 million dollars.
Vice President Joe Biden,56:46,"The fact is, it’s going to create millions of good paying jobs, and these tax incentives for people to weatherize, which he wants to get rid of. It’s going to make the economy much safer. Look how much we’re paying now to deal with the hurricanes, deal with… By the way, he has an answer for hurricanes. He said, maybe we should drop a nuclear weapon on them, and they may-"
President Donald J. Trump,57:05,I never said that at all-
Vice President Joe Biden,57:06,"Yeah, he did say that-"
President Donald J. Trump,57:06,They made it up.
Vice President Joe Biden,57:08,And here’s the deal-
President Donald J. Trump,57:09,You make up a lot-
Vice President Joe Biden,57:10,"… we’re going to be in a position where we can create hard, hard, good jobs by making sure the environment is clean, and we all are in better shape. We spend billions of dollars now, billions of dollars, on floods, hurricanes, rising seas. We’re in real trouble. Look what’s happened just in the Midwest with these storms that come through and wipe out entire sections and counties in Iowa. They didn’t happen before. They’re because of global warming. We make up 15% of the world’s problem. But the rest of the world, we’ve got to get them to come along. That’s why we have to get back into the Paris Accord."
Chris Wallace,57:52,"All right, gentlemen-"
President Donald J. Trump,57:52,"Wait a minute, Chris. So why didn’t he do it for 47 years? You were vice president-"
Vice President Joe Biden,57:56,For 47-
President Donald J. Trump,57:56,"So why didn’t you get the world… China sends up real dirt into the air. Russia does. India does. They all do. We’re supposed to be good. And by the way, he made a couple of statements. The Green New Deal is a hundred trillion dollars."
Vice President Joe Biden,58:08,That is not my plan [crosstalk 00:58:10]. The Green New Deal [crosstalk 00:58:14] is not my plan. [crosstalk 00:58:15]-
Chris Wallace,58:15,Gentlemen-
President Donald J. Trump,58:16,"He made a statement about the military. He said I said something about the military. He and his friends made it up, and then they went with it. I never said it."
Chris Wallace,58:23,Okay. [crosstalk 00:58:24] Mr. Vice President-
President Donald J. Trump,58:28,He called the military stupid bastards.
Vice President Joe Biden,58:28,I did not say that-
President Donald J. Trump,58:31,He said it on tape. [crosstalk 00:58:32]-
Chris Wallace,58:31,"Please, sir. [crosstalk 00:58:33] Stop."
President Donald J. Trump,58:34,I would never say that [crosstalk 00:58:35]-
Vice President Joe Biden,58:35,Play it. Play it-
Chris Wallace,58:36,Stop. Go ahead-
President Donald J. Trump,58:37,You’re on tape-
Chris Wallace,58:38,Mr. Vice President answered his final question.
Vice President Joe Biden,58:41,"The final question is, I can’t remember which of all his rantings [crosstalk 00:04:44]."
Chris Wallace,58:44,"I’m having a little trouble myself, but…"
Vice President Joe Biden,58:47,Yeah.
Chris Wallace,58:48,And about the economy and about this question of what it’s going to cost.
Vice President Joe Biden,58:52,The economy-
Chris Wallace,58:53,The Green New Deal and the idea of what your environmental changes will do-
Vice President Joe Biden,58:57,"The Green New Deal will pay for itself as we move forward. We’re not going to build plants that, in fact, are great polluting plants-"
Chris Wallace,59:05,"So, do you support the Green New Deal?"
Vice President Joe Biden,59:07,Pardon me?
Chris Wallace,59:08,Do you support the-
Vice President Joe Biden,59:08,"No, I don’t support the Green New Deal."
President Donald J. Trump,59:10,"Oh, you don’t? Oh, well, that’s a big statement."
Vice President Joe Biden,59:12,I support [crosstalk 00:05:13]-
President Donald J. Trump,59:13,You just lost the radical left.
Vice President Joe Biden,59:15,I support [crosstalk 00:59:17] the Biden plan that I put forward.
Chris Wallace,59:19,Okay.
Vice President Joe Biden,59:19,"The Biden plan, which is different than what he calls the radical Green New Deal."
Chris Wallace,59:24,"All right, gentlemen, final segment, election integrity. As we meet tonight, millions of Americans are receiving mail-in ballots or going to vote early. How confident should we be that this will be a fair election, and what are you prepared to do over the next five plus weeks? Because it will not only be to election day, but also counting some mail-in ballots after election day. What are you prepared to do to reassure the American people that the next president will be the legitimate winner of this election. In this final segment, Mr. Vice President, you go first."
Vice President Joe Biden,01:00:02,"Prepare to let people vote. They should go to iwillvote.com, decide how they’re going to vote, when they’re going to vote, and what means by which they’re going to vote. His own Homeland Security director, and as well as the FBI director, says that there is no evidence at all that mail-in ballots are a source of being manipulated and cheating. They said that. The fact is that there are going to be millions of people because of COVID that are going to be voting by mail-in ballots like he does, by the way. He sits behind the Resolute Desk and sends his ballot to Florida, number one. Number two, we’re going to make sure that those people who want to vote in person are able to vote because there are enough poll watchers are there to make sure they can socially distance. The polls are open on time, and the polls stay open until the votes are counted. And this is all about trying to dissuade people from voting because he’s trying to scare people into thinking that it’s not going to be legitimate."
Vice President Joe Biden,01:00:55,"Show up and vote. You will determine the outcome of this election. Vote, vote, vote. If you’re able to vote early in your state, vote early. If you’re able to vote in person, vote in person. Vote whatever way is the best way for you, because you will… He cannot stop you from being able to determine the outcome of this election. And in terms of whether or not… When the votes are counted and they’re all counted, that will be accepted. If I win, that will be accepted. If I lose, that’ll be accepted. But by the way, if in fact he says, he’s not sure what he’s going to accept. Well, let me tell you something, it doesn’t matter, because if we get the votes, it’s going to be all over. He’s going to go. He can’t stay in power. It won’t happen. It won’t happen, so vote. Just make sure you understand, you have it in your control to determine what this country is going to look like the next four years. Is it going to change, or are you going to get four more years of these lies?"
Chris Wallace,01:01:52,"Mr. President, two minutes."
President Donald J. Trump,01:01:53,"So when I listen to Joe talking about a transition, there has been no transition from when I won. I won that election. And if you look at crooked Hillary Clinton, if you look at all of the different people, there was no transition, because they came after me trying to do a coup. They came after me spying on my campaign. They started from the day I won, and even before I won. From the day I came down the escalator with our first lady, they were a disaster. They were a disgrace to our country, and we’ve caught them. We’ve caught them all. We’ve got it all on tape. We’ve caught them all. And by the way, you gave the idea for the Logan Act against General Flynn. You better take a look at that, because we caught you in a sense, and President Obama was sitting in the office."
President Donald J. Trump,01:02:35,"He knew about it too. So don’t tell me about a free transition. As far as the ballots are concerned, it’s a disaster. A solicited ballot, okay, solicited, is okay. You’re soliciting. You’re asking. They send it back. You send it back. I did that. If you have an unsolicited… They’re sending millions of ballots all over the country. There’s fraud. They found them in creeks. They found some, just happened to have the name Trump just the other day in a wastepaper basket. They’re being sent all over the place. They sent two in a Democrat area. They sent out a thousand ballots. Everybody got two ballots. This is going to be a fraud like you’ve never seen. The other thing, it’s nice. On November 3rd, you’re watching, and you see who won the election. And I think we’re going to do well because people are really happy with the job we’ve done."
President Donald J. Trump,01:03:22,"But you know what? We won’t know. We might not know for months because these ballots are going to be all over. Take a look at what happened in Manhattan. Take a look at what happened in New Jersey. Take a look at what happened in Virginia and other places. They’re not losing 2%, 1%, which by the way is too much. An election could be won or lost with that. They’re losing 30 and 40%. It’s a fraud, and it’s a shame. And can you imagine where they say, “You have to have your ballot in by November 10th.” November 10th. That’s seven days after the election, in theory, should have been announced. We have major states [crosstalk 01:03:58] with that-"
Chris Wallace,01:03:58,Sir.
President Donald J. Trump,01:03:58,… all run by Democrats-
Chris Wallace,01:03:59,Two minutes is two minutes.
President Donald J. Trump,01:04:00,All run by Democrats.
Chris Wallace,01:04:02,President Trump-
President Donald J. Trump,01:04:02,It’s a rigged election.
Chris Wallace,01:04:04,"You’re going to be able to continue. You have been charging for months that mail-in balloting is going to be a disaster. You say it’s rigged [crosstalk 00:01:04:11], that it’s going to lead to fraud. But in 2018, in the last midterm election, 31 million people voted mail-in voting. That was more than a quarter of all the voters that year, cast their ballots by mail. Now that millions of mail-in ballots have gone out, what are you going to do about it? And are you counting on the Supreme Court, including a Justice Barrett, to settle any dispute?"
President Donald J. Trump,01:04:38,"Yeah. I think I’m counting on them to look at the ballots, definitely. I hope we don’t need them, in terms of the election itself. But for the ballots, I think so, because what’s happening is incredible. I read today where at least 1% of the ballots for 2016 were invalidated. They take them. We don’t like them. We don’t like them. They throw them out-"
Chris Wallace,01:04:59,But what are you going to do about it-
President Donald J. Trump,01:04:59,… left and right.
Chris Wallace,01:05:00,There are millions of ballots going out right now. What are you going to do-
President Donald J. Trump,01:05:02,"What you do is you go and vote. You do a solicited ballot, and that’s okay-"
Chris Wallace,01:05:05,No. No. I know your complaint [crosstalk 01:05:05]. I’m asking you about the fact that millions of people have received-
President Donald J. Trump,01:05:08,You go and vote. You go and vote-
Chris Wallace,01:05:11,"No. But what I’m saying is [crosstalk 01:05:11], what are you going to do about the fact that millions of people-"
