id,text,speaker,speaker_id,audio_file,context,debate
n120490,But we’re going to have a tremendous announcement.,Donald Trump,2,a120490,COVID,12
n120491,I believe.,Donald Trump,2,a120491,COVID,12
n120492,"I mean, we’re going to find out, but GDP is going through the roof.",Donald Trump,2,a120492,COVID,12
n120493,"Jobs, real estate, houses.",Donald Trump,2,a120493,COVID,12
n120494,So many things are happening.,Donald Trump,2,a120494,COVID,12
n120495,"So, people were saying, we’re going to have a 42% unemployment.",Donald Trump,2,a120495,COVID,12
n120496,"Look, this was a thing that came into our country and it happened a hundred, more than a hundred years ago, and it happened now.",Donald Trump,2,a120496,COVID,12
n120497,They were talking about a 42% unemployment rate.,Donald Trump,2,a120497,COVID,12
n120498,Who was talking about that?,Savannah Guthrie,17,a120498,COVID,12
n120499,"It came out, it just came out-",Donald Trump,2,a120499,COVID,12
n120500,"I heard, 20%.",Savannah Guthrie,17,a120500,COVID,12
n120501,"… at 7.8% unemployment, and people can’t even believe it.",Donald Trump,2,a120501,COVID,12
n120502,"Our economy is going to be… Next year, if we don’t have somebody that raises taxes and quadruples taxes, which they want to do, and it kills everything.",Donald Trump,2,a120502,COVID,12
n120503,"Our economy is going to be phenomenal, next year.",Donald Trump,2,a120503,COVID,12
n120504,We’re going to have a phenomenal…,Donald Trump,2,a120504,COVID,12
n120505,"And, I’ll tell you, Savannah.",Donald Trump,2,a120505,COVID,12
n120506,"We had the greatest economy in the history of our country last year, including the state of Florida, where we are now.",Donald Trump,2,a120506,COVID,12
n120507,"In Pennsylvania, in North Carolina, in Ohio, every place.",Donald Trump,2,a120507,COVID,12
n120508,We had the greatest economy we ever had.,Donald Trump,2,a120508,COVID,12
n120509,"We had to close it down, we saved two million lives.",Donald Trump,2,a120509,COVID,12
n120510,We’re opening it up.,Donald Trump,2,a120510,COVID,12
n120511,We have a V-shape and it’s coming back.,Donald Trump,2,a120511,COVID,12
n120512,It’s coming back very fast.,Donald Trump,2,a120512,COVID,12
n120513,"One other thing, we really helped the hospitals.",Donald Trump,2,a120513,COVID,12
n120514,We’ve sent billions and billions of dollars to the hospitals.,Donald Trump,2,a120514,COVID,12
n120515,"In addition, hundreds of millions of masks and gowns.",Donald Trump,2,a120515,COVID,12
n120516,"And we went into the ventilator business, because this country was not equipped with ventilators.",Donald Trump,2,a120516,COVID,12
n120517,And I’m not blaming anybody for it.,Donald Trump,2,a120517,COVID,12
n120518,"But we’re now making thousands of ventilators a month, and we have all we can use.",Donald Trump,2,a120518,COVID,12
n120519,"We’re sending them all over the world, because the world needs them.",Donald Trump,2,a120519,COVID,12
n120520,"So, they’ve worked very hard and really very, very effectively.",Donald Trump,2,a120520,COVID,12
n120521,Thank you.,Savannah Guthrie,17,a120521,Ignore,12
n120522,Great question.,Donald Trump,2,a120522,Ignore,12
n120523,"Let’s talk to Isabella, and put the mic close to your mouth.",Savannah Guthrie,17,a120523,Ignore,12
n120524,"Okay, go ahead.",Savannah Guthrie,17,a120524,Ignore,12
n120525,"Mr. President, my parents are, as you heard, both frontline healthcare workers.",Audience Member 14,20,a120525,COVID,12
n120526,"And I’ve seen the physical and the mental toll that this pandemic has taken on them, firsthand.",Audience Member 14,20,a120526,COVID,12
n120527,"As well as the exacerbation of coronavirus, due to Americans who are not wearing masks or participating in social distancing.",Audience Member 14,20,a120527,COVID,12
n120528,"After contracting COVID-19 yourself, has your opinion changed on the importance of mask wearing?",Audience Member 14,20,a120528,COVID,12
n120529,"No, because I was okay with the masks.",Donald Trump,2,a120529,COVID,12
n120530,"I was good with it, but I’ve heard many different stories on masks.",Donald Trump,2,a120530,COVID,12
n120531,"I had, being president, you have people, they bring meals, they bring this, they… And I had an instance recently, where a very wonderful person is bringing me a meal, and he’s playing with his mask.",Donald Trump,2,a120531,COVID,12
n120532,"And he’s touching his mask, all over the place.",Donald Trump,2,a120532,COVID,12
n120533,"And then he’s bringing a plate in, and I’m saying, “Well, I don’t know if that’s so good.” I mean, the good news, I didn’t eat it.",Donald Trump,2,a120533,COVID,12
n120534,Okay?,Donald Trump,2,a120534,COVID,12
n120535,I decided not to eat it.,Donald Trump,2,a120535,COVID,12
n120536,This was a month ago.,Donald Trump,2,a120536,COVID,12
n120537,"But I… Look, look, you have, on the masks, you have two stories.",Donald Trump,2,a120537,COVID,12
n120538,"You have a story where they want, a story where they don’t want.",Donald Trump,2,a120538,COVID,12
n120539,I am all for it.,Donald Trump,2,a120539,COVID,12
n120540,"Who is, I don’t get that, because it’s just… All of your public health officials, your administration, they’re in unison about this.",Savannah Guthrie,17,a120540,COVID,12
n120541,Some.,Donald Trump,2,a120541,COVID,12
n120542,No.,Donald Trump,2,a120542,COVID,12
n120543,They’re all in unison about it.,Savannah Guthrie,17,a120543,COVID,12
n120544,"No, the [crosstalk 00:30:25].",Donald Trump,2,a120544,COVID,12
n120545,"The University of Washington, which is, they have a model that your coronavirus task force relies on.",Savannah Guthrie,17,a120545,COVID,12
n120546,"Says that, if everyone wore a mask, you could cut expected deaths in half.",Savannah Guthrie,17,a120546,COVID,12
n120547,"And then, you have other people that disagree.",Donald Trump,2,a120547,COVID,12
n120548,"60,000 lives.",Savannah Guthrie,17,a120548,COVID,12
n120549,"Well, what does that mean?",Savannah Guthrie,17,a120549,COVID,12
n120550,"Scott Atkins, if you look at Scott, Dr. Scott.",Donald Trump,2,a120550,COVID,12
n120551,"He’s from, great guy, Stanford.",Donald Trump,2,a120551,COVID,12
n120552,"He will tell you that, he disagrees with you.",Donald Trump,2,a120552,COVID,12
n120553,He’s not an infectious disease expert.,Savannah Guthrie,17,a120553,COVID,12
n120554,"Oh, I don’t know.",Donald Trump,2,a120554,COVID,12
n120555,"Look, he’s an expert.",Donald Trump,2,a120555,COVID,12
n120556,He’s one of the great experts of the world.,Donald Trump,2,a120556,COVID,12
n120557,"But I don’t get it, because you have so much power and influence as president.",Savannah Guthrie,17,a120557,COVID,12
n120558,I’m all for it.,Donald Trump,2,a120558,COVID,12
n120559,And you could go to your… You could require it-,Savannah Guthrie,17,a120559,COVID,12
n120560,By the way-,Donald Trump,2,a120560,COVID,12
n120561,"… at your rallies, and you could say-",Savannah Guthrie,17,a120561,COVID,12
n120562,"I never said, “Don’t wear them.”",Donald Trump,2,a120562,COVID,12
n120563,"“Everyone put on a mask right now.” And the University of Washington says, you would save lives.",Savannah Guthrie,17,a120563,COVID,12
n120564,"Savannah, University of Washington.",Donald Trump,2,a120564,COVID,12
n120565,"And then, you have other places, say different things.",Donald Trump,2,a120565,COVID,12
n120566,You have a lot of… Hey.,Donald Trump,2,a120566,COVID,12
n120567,"Dr. Fauci said, “Don’t wear a mask,” right?",Donald Trump,2,a120567,COVID,12
n120568,"At first, but then everybody agreed.",Savannah Guthrie,17,a120568,COVID,12
n120569,"Oh, I don’t know.",Donald Trump,2,a120569,COVID,12
n120570,Then he changed his mind.,Donald Trump,2,a120570,COVID,12
n120571,"But then, you have a report coming out two days ago, that 85% of the people wearing masks catch it.",Donald Trump,2,a120571,COVID,12
n120572,"I looked at that report, it’s not about mask wearing.",Savannah Guthrie,17,a120572,COVID,12
n120573,It was neutral on the question of masks.,Savannah Guthrie,17,a120573,COVID,12
n120574,Savannah.,Donald Trump,2,a120574,COVID,12
n120575,We’re on the same side.,Donald Trump,2,a120575,COVID,12
n120576,"I say, wear the mask.",Donald Trump,2,a120576,COVID,12
n120577,I’m fine with it.,Donald Trump,2,a120577,COVID,12
n120578,Okay.,Savannah Guthrie,17,a120578,COVID,12
n120579,Okay.,Savannah Guthrie,17,a120579,COVID,12
n120580,I have no problem.,Donald Trump,2,a120580,COVID,12
n120581,We’re on the same side.,Donald Trump,2,a120581,COVID,12
n120582,Let’s take a break.,Savannah Guthrie,17,a120582,Ignore,12
n120583,"We’re going to get more questions, right after this.",Savannah Guthrie,17,a120583,Ignore,12
n120584,Thank you.,Savannah Guthrie,17,a120584,Ignore,12
n120585,(silence).,Donald Trump,2,a120585,Ignore,12
n130000,And we’re back.,Savannah Guthrie,17,a130000,Ignore,13
n130001,We’re live in Miami with President Trump for a town hall.,Savannah Guthrie,17,a130001,Ignore,13
n130002,Live in Miami with President Trump for a town hall.,Savannah Guthrie,17,a130002,Ignore,13
n130003,"Thank you again, Mr. President.",Savannah Guthrie,17,a130003,Ignore,13
n130004,We have another voter.,Savannah Guthrie,17,a130004,Ignore,13
n130005,"Now, Christie Alonzo, come on out, Christie, she is leaning slightly towards you, she says.",Savannah Guthrie,17,a130005,Ignore,13
n130006,She voted for you in 2016.,Savannah Guthrie,17,a130006,Ignore,13
n130007,"Christie, you ready?",Savannah Guthrie,17,a130007,Ignore,13
n130008,"Take the mask off, hold the mic close, and let’s hear your question.",Savannah Guthrie,17,a130008,Ignore,13
n130009,"Thank you for your service, Mr. President.",Audience Member 15,21,a130009,Ignore,13
n130010,Thank you.,Savannah Guthrie,17,a130010,Ignore,13
n130011,Thank you very much.,Donald Trump,2,a130011,Ignore,13
n130012,We’re a hard-working middle-class family of four.,Audience Member 15,21,a130012,Healthcare,13
n130013,"My husband and I are both self-employed, and we have to get our own individual healthcare.",Audience Member 15,21,a130013,Healthcare,13
n130014,"As you know, healthcare costs have gone up considerably over the decades.",Audience Member 15,21,a130014,Healthcare,13
n130015,And you had originally said you were going to repeal and replace Obamacare.,Audience Member 15,21,a130015,Healthcare,13
n130016,What is your plan now in 2020 to make healthcare costs affordable for Americans like myself?,Audience Member 15,21,a130016,Healthcare,13
n130017,Good.,Donald Trump,2,a130017,Healthcare,13
n130018,"So we got rid of the individual mandate on Obamacare, which was the worst part of Obamacare, and now you could actually say it’s not Obamacare because that’s how big it was, where you had to pay a fortune for the privilege of not having to pay for bad health insurance, so we got rid of that.",Donald Trump,2,a130018,Healthcare,13
n130019,"That was a big, big thing.",Donald Trump,2,a130019,Healthcare,13
n130020,"And by doing that, and we will always have… By the way, we’re always protecting people with pre-existing conditions, and I can’t say that more strongly, but we’ve been able to bring healthcare costs way down.",Donald Trump,2,a130020,Healthcare,13
n130021,"Now, I took over Obamacare, got rid of the individual mandate, made it good, managed it much better.",Donald Trump,2,a130021,Healthcare,13
n130022,"Remember, they had the $5 billion website disaster, and all of the problems they had.",Donald Trump,2,a130022,Healthcare,13
n130023,"The problem with Obamacare, it’s not good.",Donald Trump,2,a130023,Healthcare,13
n130024,"We’d like to terminate it, and we want a much less expensive healthcare that’s a much better healthcare, and that’s where we’re aiming.",Donald Trump,2,a130024,Healthcare,13
n130025,"And if we can do that, and we have a very good chance of doing it, but we’ve also brought down the price of Obamacare.",Donald Trump,2,a130025,Healthcare,13
n130026,"The problem with Obamacare, it basically is never going to be great, and I want to give great healthcare.",Donald Trump,2,a130026,Healthcare,13
n130027,So important.,Donald Trump,2,a130027,Healthcare,13
n130028,And thank you very much.,Donald Trump,2,a130028,Healthcare,13
n130029,"Mr. President, I got a follow-up pre-existing conditions.",Savannah Guthrie,17,a130029,Healthcare,13
n130030,This is such a big issue for voters.,Savannah Guthrie,17,a130030,Healthcare,13
n130031,It is a big issue for me too.,Donald Trump,2,a130031,Healthcare,13
n130032,"In point of fact, your administration is about to go to the Supreme Court to argue to throw out the rest of Obamacare, which includes the protections for preexisting conditions.",Savannah Guthrie,17,a130032,Healthcare,13
n130033,That’s right.,Donald Trump,2,a130033,Healthcare,13
n130034,That’s right.,Donald Trump,2,a130034,Healthcare,13
n130035,"So your administration is in court right now, trying to get rid of that protection.",Savannah Guthrie,17,a130035,Healthcare,13
n130036,In order to replace it with a much better healthcare at a much lower price.,Donald Trump,2,a130036,Healthcare,13
n130037,"And always, under all circumstances, we are going to protect the Republicans.",Donald Trump,2,a130037,Healthcare,13
n130038,"And maybe I changed the party a lot over the last three years, but we will protect people with preexisting conditions.",Donald Trump,2,a130038,Healthcare,13
n130039,"And Savannah, what I want to do, get rid of the terrible Obamacare.",Donald Trump,2,a130039,Healthcare,13
n130040,"I’ve already done it to a large extent because as you know, the individual mandate is gone.",Donald Trump,2,a130040,Healthcare,13
n130041,That was the worst part.,Donald Trump,2,a130041,Healthcare,13
n130042,"You repealed, but you haven’t replaced.",Savannah Guthrie,17,a130042,Healthcare,13
n130043,"No, no.",Donald Trump,2,a130043,Healthcare,13
n130044,"Now, you’ve been in office almost four years.",Savannah Guthrie,17,a130044,Healthcare,13
n130045,We have done-,Donald Trump,2,a130045,Healthcare,13
n130046,"You have both houses of Congress, Senate and House, in Republican hands, and there is not a replacement yet.",Savannah Guthrie,17,a130046,Healthcare,13
n130047,That’s right.,Donald Trump,2,a130047,Healthcare,13
n130048,"I’m sorry, but if you look, we had both houses and what did we do?",Donald Trump,2,a130048,Healthcare,13
n130049,We got rid of the individual mandate.,Donald Trump,2,a130049,Healthcare,13
n130050,That went through the legislature.,Donald Trump,2,a130050,Healthcare,13
n130051,But the promise was repeal and replace.,Savannah Guthrie,17,a130051,Healthcare,13
n130052,"Look, look.",Donald Trump,2,a130052,Healthcare,13
n130053,We should be on the same side.,Donald Trump,2,a130053,Healthcare,13
n130054,I wanted very simple.,Donald Trump,2,a130054,Healthcare,13
n130055,I’m going to put it very simple.,Donald Trump,2,a130055,Healthcare,13
n130056,"We would like to terminate it, and we would like to replace it with something that’s much less expensive and much better.",Donald Trump,2,a130056,Healthcare,13
n130057,We will always protect people with preexisting conditions.,Donald Trump,2,a130057,Healthcare,13
n130058,But if you’re successful in court-,Savannah Guthrie,17,a130058,Healthcare,13
n130059,And here’s the thing-,Donald Trump,2,a130059,Healthcare,13
n130060,"… in November, those preexisting conditions, that promise will be gone.",Savannah Guthrie,17,a130060,Healthcare,13
n130061,"If we don’t succeed, we are running the remnants of whatever’s left because we took it apart.",Donald Trump,2,a130061,Healthcare,13
n130062,"We are running the remnants of whatever’s left much better than the previous administration, which ran it very badly, but we’d like to have new healthcare much better and much less expensive.",Donald Trump,2,a130062,Healthcare,13
n130063,Let me get to question number five.,Savannah Guthrie,17,a130063,Healthcare,13
n130064,"And you’ll like this, he’s stuck in traffic.",Savannah Guthrie,17,a130064,Healthcare,13
n130065,His name is Joe White.,Savannah Guthrie,17,a130065,Healthcare,13
n130066,He is registered as a Democrat.,Savannah Guthrie,17,a130066,Healthcare,13
n130067,He says he’s leaning toward Biden and voted for Hillary Clinton in 2016.,Savannah Guthrie,17,a130067,Healthcare,13
n130068,"And his question was a, a second stimulus payment has been broadly agreed upon by the Republicans and Democrats, and yet, now we’re in October and it’s still not passed.",Savannah Guthrie,17,a130068,Healthcare,13
n130069,Why not use your office to make the second stimulus payment a separate targeted emergency relief package to help Americans weather the pandemic?,Savannah Guthrie,17,a130069,Healthcare,13
n130070,"Well, we’ve actually passed three packages, and we’re on our fourth, and I agree with him 100%.",Donald Trump,2,a130070,Healthcare,13
n130071,He should vote for me.,Donald Trump,2,a130071,Healthcare,13
n130072,The problem you have is Nancy Pelosi.,Donald Trump,2,a130072,Healthcare,13
n130073,She couldn’t care less about the worker.,Donald Trump,2,a130073,Healthcare,13
n130074,She couldn’t care less about our people.,Donald Trump,2,a130074,Healthcare,13
n130075,"And we should have a stimulus, and I want a stimulus.",Donald Trump,2,a130075,Healthcare,13
n130076,The Republicans will approve a stimulus.,Donald Trump,2,a130076,Healthcare,13
n130077,The problem is she doesn’t want to do it because she thinks it’s bad for her election.,Donald Trump,2,a130077,Healthcare,13
n130078,"The fact is, she’s wrong because people know she’s in our way, she’s not approving it, she doesn’t appreciate our people, and she doesn’t appreciate, at all, our workers.",Donald Trump,2,a130078,Healthcare,13
n130079,"Nancy Pelosi, we are ready to sign and pass stimulus, but she’s got to approve it.",Donald Trump,2,a130079,Healthcare,13
n130080,"People do not love the back and forth of Washington, but this has been a rollercoaster.",Savannah Guthrie,17,a130080,Healthcare,13
n130081,"Back in early October, you one day tweeted, “No more negotiations until after election day.",Savannah Guthrie,17,a130081,Healthcare,13
n130082,"I’m walking away.” Then, I think the next couple of days you said, “Maybe we can do something targeted.”",Savannah Guthrie,17,a130082,Healthcare,13
n130083,That’s right.,Donald Trump,2,a130083,Healthcare,13
n130084,"Then you said, “I want a big, big bill.” But then Senate Republicans said, “No, we’re not for that.” So you are the big deal-maker.",Savannah Guthrie,17,a130084,Healthcare,13
n130085,How come this is so… You yourself had changed positions.,Savannah Guthrie,17,a130085,Healthcare,13
n130086,That’s right.,Donald Trump,2,a130086,Healthcare,13
n130087,Did you ever hear a word called negotiation when negotiating?,Donald Trump,2,a130087,Healthcare,13
n130088,Okay.,Savannah Guthrie,17,a130088,Healthcare,13
n130089,I’m negotiating-,Donald Trump,2,a130089,Healthcare,13
n130090,But people’s lives are hanging in the balance.,Savannah Guthrie,17,a130090,Healthcare,13
n130091,You know what?,Donald Trump,2,a130091,Healthcare,13
n130092,And you know who I’m negotiating against?,Donald Trump,2,a130092,Healthcare,13
n130093,"Nancy Pelosi, because she doesn’t want to give them money.",Donald Trump,2,a130093,Healthcare,13
n130094,We should have stimulus.,Donald Trump,2,a130094,Healthcare,13
n130095,This was not our people’s fault.,Donald Trump,2,a130095,Healthcare,13
n130096,This was China’s fault.,Donald Trump,2,a130096,Healthcare,13
n130097,And she’s penalizing our people.,Donald Trump,2,a130097,Healthcare,13
n130098,"I’m ready to sign a big, beautiful stimulus.",Donald Trump,2,a130098,Healthcare,13
n130099,"You saw the other day, I said, “Go big or go home.” Right?",Donald Trump,2,a130099,Healthcare,13
n130100,That’s what I was talking about.,Savannah Guthrie,17,a130100,Healthcare,13
n130101,I want it to be big.,Donald Trump,2,a130101,Healthcare,13
n130102,I want it to be bold.,Donald Trump,2,a130102,Healthcare,13
n130103,I want the money to go to directly to the people.,Donald Trump,2,a130103,Healthcare,13
n130104,"Senate Republicans with you, they’re going to go big?",Savannah Guthrie,17,a130104,Healthcare,13
n130105,They’ll go.,Donald Trump,2,a130105,Healthcare,13
n130106,"Yeah, they’ll go.",Donald Trump,2,a130106,Healthcare,13
n130107,They’ll go.,Donald Trump,2,a130107,Healthcare,13
n130108,They’re going be very active-,Donald Trump,2,a130108,Healthcare,13
n130109,"Okay, because so far, they have not said they would.",Savannah Guthrie,17,a130109,Healthcare,13
n130110,"I know, because I haven’t asked them to because I can’t get through Nancy Pelosi.",Donald Trump,2,a130110,Healthcare,13
n130111,Okay.,Savannah Guthrie,17,a130111,Healthcare,13
n130112,"If Nancy Pelosi and I, through my representatives or directly, I don’t care, if we agree to something, the Republicans will agree to it.",Donald Trump,2,a130112,Healthcare,13
n130113,Okay.,Savannah Guthrie,17,a130113,Ignore,13
n130114,"Our next question comes from… Oh, this is interesting.",Savannah Guthrie,17,a130114,Ignore,13
n130115,"She voted for Clinton in 2016, but recently changed her registration from Democrat to Independent.",Savannah Guthrie,17,a130115,Ignore,13
n130116,She says she’s truly undecided.,Savannah Guthrie,17,a130116,Ignore,13
n130117,Her name’s Becky Lightman.,Savannah Guthrie,17,a130117,Ignore,13
n130118,"Hello, Becky.",Savannah Guthrie,17,a130118,Ignore,13
n130119,What’s your question?,Savannah Guthrie,17,a130119,Ignore,13
n130120,How are you?,Donald Trump,2,a130120,Ignore,13
n130121,"Hi, I’m great.",Audience Member 13,19,a130121,Ignore,13
n130122,How are you?,Donald Trump,2,a130122,Ignore,13
n130123,Nice to see you.,Donald Trump,2,a130123,Ignore,13
n130124,Thank you.,Savannah Guthrie,17,a130124,Ignore,13
n130125,Good to see you.,Audience Member 13,19,a130125,Ignore,13
n130126,So corporate tax rates are a hot button issue and you have cut corporate tax rates.,Audience Member 13,19,a130126,Taxes,13
n130127,"And your opponent, Joe Biden, is planning to raise them.",Audience Member 13,19,a130127,Taxes,13
n130128,A lot of Americans think that corporations don’t pay their share of taxes and want to see those tax rates increase.,Audience Member 13,19,a130128,Taxes,13
n130129,What do you say to those Americans to maybe tell them why you want the corporate tax rate lower and why that helps them?,Audience Member 13,19,a130129,Taxes,13
n130130,It’s a great question.,Donald Trump,2,a130130,Taxes,13
n130131,We’ve created more jobs than this country has ever created.,Donald Trump,2,a130131,Taxes,13
n130132,We were up to 160 million jobs.,Donald Trump,2,a130132,Taxes,13
n130133,We were never even close to that number.,Donald Trump,2,a130133,Taxes,13
n130134,"We were just hitting 160 million jobs, companies are pouring into our nation because of the tax rate, and if Biden comes in and raises taxes on everybody, including middle income taxes, which he wants to do, you will blow this thing, and you’ll end up with a depression, the likes of which you’ve never had.",Donald Trump,2,a130134,Taxes,13
n130135,That’s what’s going to happen.,Donald Trump,2,a130135,Taxes,13
n130136,We have something that’s really good.,Donald Trump,2,a130136,Taxes,13
n130137,The reason we’re coming back so strong is because we built a very strong foundation.,Donald Trump,2,a130137,Taxes,13
n130138,Companies are moving in.,Donald Trump,2,a130138,Taxes,13
n130139,"Car companies are moving into Michigan, into Ohio, into South Carolina, and North Carolina just today, so what’s happening is, they’re coming in because we reduced the taxes.",Donald Trump,2,a130139,Taxes,13
n130140,"Our taxes, our corporate taxes were the highest in the world, and now they’re among the lower taxes.",Donald Trump,2,a130140,Taxes,13
n130141,"They’re not the lowest, but they’re among the lowest.",Donald Trump,2,a130141,Taxes,13
n130142,"And what that means, is jobs, but also we’re doing a very big, and we’ve done a very big, middle income tax package.",Donald Trump,2,a130142,Taxes,13
n130143,"So if we get in, we’re going to do the middle income tax package, but it’s a great question.",Donald Trump,2,a130143,Taxes,13
n130144,"And if he comes along and raises rates, all those companies that are coming in, they will leave the U.S. so fast your head will spin.",Donald Trump,2,a130144,Taxes,13
n130145,We can’t let that happen.,Donald Trump,2,a130145,Taxes,13
n130146,Thank you.,Savannah Guthrie,17,a130146,Taxes,13
n130147,"On the subject of taxes, as you know, the New York times has obtained, it says years of your tax returns among other things, it says that you have debts of approximately $421 million that you have personally guaranteed, and that will come due in the next four years.",Savannah Guthrie,17,a130147,Taxes,13
n130148,"The question is, on behalf of voters, who do you owe $421 million to?",Savannah Guthrie,17,a130148,Taxes,13
n130149,"Okay, first of all, let me answer.",Donald Trump,2,a130149,Taxes,13
n130150,"What they did is illegal, number one.",Donald Trump,2,a130150,Taxes,13
n130151,"Also, the numbers are all wrong, with the numbers they released.",Donald Trump,2,a130151,Taxes,13
n130152,"And just so you understand, when you have a lot of real estate, I have real estate, you know a lot of it.",Donald Trump,2,a130152,Taxes,13
n130153,Okay?,Donald Trump,2,a130153,Taxes,13
n130154,"Right down the road, Doral, big stuff, great stuff.",Donald Trump,2,a130154,Taxes,13
n130155,"When I decided to run, I’m very underlevered, fortunately, but I’m very underlevered.",Donald Trump,2,a130155,Taxes,13
n130156,"I have a very, very small percentage of debt compared.",Donald Trump,2,a130156,Taxes,13
n130157,"In fact, some of it, I did as favors to institutions that wanted to loan me money.",Donald Trump,2,a130157,Taxes,13
n130158,"$400 million compared to the assets that I have, all of these great properties all over the world, and frankly, The Bank of America building in San Francisco.",Donald Trump,2,a130158,Taxes,13
n130159,I don’t love what’s happening to San Francisco.,Donald Trump,2,a130159,Taxes,13
n130160,"1290 Avenue of the Americas, one of the biggest office buildings.",Donald Trump,2,a130160,Taxes,13
n130161,Well do I hear you right?,Savannah Guthrie,17,a130161,Taxes,13
n130162,It sounds like you’re saying $400 million isn’t that much.,Savannah Guthrie,17,a130162,Taxes,13
n130163,"But are you confirming that, yes, you do owe some $400 million?",Savannah Guthrie,17,a130163,Taxes,13
n130164,"What I’m saying is that, it’s a tiny percentage of my net worth.",Donald Trump,2,a130164,Taxes,13
n130165,That sounds like yes.,Savannah Guthrie,17,a130165,Taxes,13
n130166,And you’ll see that soon because we’re doing things.,Donald Trump,2,a130166,Taxes,13
n130167,"We’ve given, I think it’s 108 or 112 pages of financial detail to elections, and we have to file as the president, as any politician, you have to file.",Donald Trump,2,a130167,Taxes,13
n130168,Nobody ever looks at that.,Donald Trump,2,a130168,Taxes,13
n130169,"When they do, they see how incredible a company is, but more importantly, they see where this debt is.",Donald Trump,2,a130169,Taxes,13
n130170,"No, I don’t owe Russia money.",Donald Trump,2,a130170,Taxes,13
n130171,"I owe a very, very small… It’s called mortgages.",Donald Trump,2,a130171,Taxes,13
n130172,"People have a house, they put a mortgage.",Donald Trump,2,a130172,Taxes,13
n130173,Any foreign bank?,Savannah Guthrie,17,a130173,Taxes,13
n130174,Any foreign entity?,Savannah Guthrie,17,a130174,Taxes,13
n130175,"Not that I know of, but I will probably, because it’s so easy to solve, and if you’d like to do, I will let you know who I owe, whatever small amount of money.",Donald Trump,2,a130175,Taxes,13
n130176,I want to say two things.,Donald Trump,2,a130176,Taxes,13
n130177,"Number one, it’s a very small amount of money.",Donald Trump,2,a130177,Taxes,13
n130178,"Number two, it’s very straight.",Donald Trump,2,a130178,Taxes,13
n130179,"It’s very, very straight, but it’s a tiny percentage of the worth.",Donald Trump,2,a130179,Taxes,13
n130180,Did you ever hear the expression underlevered?,Donald Trump,2,a130180,Taxes,13
n130181,Yeah.,Donald Trump,2,a130181,Taxes,13
n130182,I am extremely underlevered.,Donald Trump,2,a130182,Taxes,13
n130183,"Well, here’s the thing.",Savannah Guthrie,17,a130183,Taxes,13
n130184,You could clear this up tonight by just releasing your tax returns yourself.,Savannah Guthrie,17,a130184,Taxes,13
n130185,That’s what I don’t understand.,Savannah Guthrie,17,a130185,Taxes,13
n130186,"I think people are just wondering, you’re the only-",Savannah Guthrie,17,a130186,Taxes,13
n130187,"As you know, I’m under audit.",Donald Trump,2,a130187,Taxes,13
n130188,It turned out that I am under audit.,Donald Trump,2,a130188,Taxes,13
n130189,"Yes, but the IRS said… You are.",Savannah Guthrie,17,a130189,Taxes,13
n130190,But they actually… Excuse me.,Donald Trump,2,a130190,Taxes,13
n130191,"No, no.",Donald Trump,2,a130191,Taxes,13
n130192,But the IRS says that doesn’t stop you from releasing.,Savannah Guthrie,17,a130192,Taxes,13
n130193,But you accused me of not being under audit previously.,Donald Trump,2,a130193,Taxes,13
n130194,I did not.,Savannah Guthrie,17,a130194,Taxes,13
n130195,And so did other people at NBC.,Donald Trump,2,a130195,Taxes,13
n130196,And I am under audit.,Donald Trump,2,a130196,Taxes,13
n130197,You are.,Savannah Guthrie,17,a130197,Taxes,13
n130198,So that one’s solved.,Donald Trump,2,a130198,Taxes,13
n130199,That’s good.,Donald Trump,2,a130199,Taxes,13
n130200,I am under audit.,Donald Trump,2,a130200,Taxes,13
n130201,"No person in their right mind would release, prior to working out the deal with the IRS.",Donald Trump,2,a130201,Taxes,13
n130202,And I’ll go a step further.,Donald Trump,2,a130202,Taxes,13
n130203,I’m treated very badly by the IRS.,Donald Trump,2,a130203,Taxes,13
n130204,"They treat me very, very badly.",Donald Trump,2,a130204,Taxes,13
n130205,"You have people in there from previous administrations that treat me very badly, but we’re under audit.",Donald Trump,2,a130205,Taxes,13
n130206,"It’s very routine, in many ways, but we’re under audit.",Donald Trump,2,a130206,Taxes,13
n130207,"They like to change the game, change the rules, do everything.",Donald Trump,2,a130207,Taxes,13
n130208,You saw what they did with the tea party people.,Donald Trump,2,a130208,Taxes,13
n130209,You saw what they did with the religious group.,Donald Trump,2,a130209,Taxes,13
n130210,"But to be clear, there is no law or rule that prohibits you from releasing your tax returns.",Savannah Guthrie,17,a130210,Taxes,13
n130211,"No, except common sense, and intelligence, and having lawyers that say… Because I would love to release them, and as soon as we come to a conclusion, I will release them, and very gladly, but if you go to elections, and if you take a look, you’ll see 112, I think it’s 112, it talks about the income, which is rather massive.",Donald Trump,2,a130211,Taxes,13
n130212,It talks about all of the properties.,Donald Trump,2,a130212,Taxes,13
n130213,They have them listed.,Donald Trump,2,a130213,Taxes,13
n130214,"You can never learn more, but you know what happened?",Donald Trump,2,a130214,Taxes,13
n130215,People went there.,Donald Trump,2,a130215,Taxes,13
n130216,All the reporters went.,Donald Trump,2,a130216,Taxes,13
n130217,There was a feeding frenzy.,Donald Trump,2,a130217,Taxes,13
n130218,"This was originally, when I filed it.",Donald Trump,2,a130218,Taxes,13
